31-10-2021||News||Mind The Gap | Report card: What is it like for girls being back in school?||THE BIG STORY
31-10-2021||India||Biennial elections to three Andhra, six Telangana seats on November 29||The Election Commission on Sunday announced biennial elections to three and six seats in Andhra Pradesh and Telangana Legislative Council respectively on November 29.The biennial elections have been necessitated after the term of office of Andhra Pradesh MLCs Chinna Govinda Reddy Devasani, Mohammed Ahmed Shariff and Somu Veerraju and Telangana MLCs Akula Lalitha, Mohammed Fareeduddin, Gutha Sukender Reddy,Vidyasagar Nethi, Venkateshwarlu Bodakunti and Shrihari Kadiyam expired on May 31 and June 3, 2021, respectively.According to an official statement issued by the EC, the last date for filing nominations for the biennial polls is November 16.The counting of votes shall take place on November 29 at 5pm.||https://www.hindustantimes.com/india-news/biennial-elections-to-three-andhra-six-telangana-seats-on-november-29-101635679644979.html
31-10-2021||India||News updates from HT: PM Narendra Modi to visit Kedarnath on November 5 and all the latest news||Here are today’s top news, analysis and opinion. Know all about the latest news and other news updates from Hindustan Times.PM Narendra Modi to visit Kedarnath on November 5Prime Minister Narendra Modi will visit Kedarnath, one of the four famous Hindu shrines in Uttarakhand that make up the state’s holy Char Dham pilgrimage, on November 5, said an official aware of the details. Read moreDrugs-on-cruise case: Other than Aryan Khan, who all have got bail till nowThe Mumbai drugs-on-cruise case, which began with a raid by the National Investigation Agency (NIA) earlier this month, garnered enormous buzz across the country due to the arrest of Bollywood actor Shah Rukh’s son Aryan Khan. Read moreDelhi airport resumes flight operations from Terminal 1. Details hereDelhi's Indira Gandhi International Airport on Sunday finally reopened and resumed operations on Terminal 1 after more than 18 months of prolonged closure. Read moreUrmila Matondkar is proud of Shah Rukh Khan for ‘grace, maturity’ he showed after son Aryan Khan's arrestActor-politician Urmila Matondkar has shared how proud she is of actor Shah Rukh Khan. Taking to Twitter, she praised Shah Rukh for the ‘grace’ and ‘maturity’ he has shown since the arrest of his son, Aryan Khan, earlier this month. Read more‘Advantage to New Zealand there’: Ex-Aussie spinner explains why Kiwis have extra edge against Kohli's IndiaAfter going down against Pakistan in their opening clashes, both India and New Zealand will look to get their T20 World Cup campaign back on track when they lock horns in Dubai on Sunday. Read moreChyawanprash to amla murabba: Ways to add amla to your diet this winterWinter is almost here and it's the best time to consume amla, a seasonal fruit. A powerhouse of nutrients, amla is one of the best sources of Vitamin C and an amazing antioxidant and immunity booster. Read moreAudi says high taxes an obstacle in growth of luxury car segment in IndiaGerman automaker Audi has said that high taxation has become a hindrance to the growth of the luxury car segment in India and the government should look into lowering the levies to help the sector to grow. Read more‘India becoming fully capable of…’: PM Modi’s message on National Unity DayWhile addressing the nation on the birth anniversary of Sardar Vallabhbhai Patel, PM Modi said that India is becoming fully capable of meeting any internal or external challenge. Watch here||https://www.hindustantimes.com/india-news/news-updates-from-ht-pm-narendra-modi-to-visit-kedarnath-on-november-5-and-all-the-latest-news-101635678180283.html
31-10-2021||India||Bypolls to 3 Rajya Sabha seats each in Bengal, Maharashtra, Kerala on Nov 29||The Election Commission on Sunday announced by-polls to one Rajya Sabha seat each in Maharashtra, West Bengal and Kerala to be held on November 29.The need for conducting by-polls in Kerala and West Bengal was necessitated due to the resignation of MPs Jose K Mani and Arpita Ghosh respectively.Meanwhile, one seat in Maharashtra became vacant after the demise of MLC Sharad Namdeo Ranpise.According to an official statement issued by the EC, the last date for filing nominations for the by-polls is November 16.The counting of votes shall take place on November 29 at 5pm.||https://www.hindustantimes.com/india-news/bypolls-to-3-rajya-sabha-seats-each-in-bengal-maharashtra-kerala-on-nov-29-101635678871324.html
31-10-2021||India||MP villages to pay for property, water, sanitation as state invokes old law||As a garbage collection vehicle moves around Intkhedi Sadak village in Madhya Pradesh, loudly playing Swacch Bharat song sung by Kailash Kher, it is a signal for eight-year-old Harsiddhi Saini and her friends to rush outside with buckets full of garbage to be emptied into the loading auto. She may live in a village but her 38 year old father, Brijesh Saini, has to still pay tax for the garbage collection service. Saini pays ₹130 every month as water and sanitation tax, introduced two months ago by the village in a gram sabha, for daily collection of garbage from every household in the village. Intkhedi is one of close to 23,000 villages in Madhya Pradesh, where the local panchayat bodies are planning to introduce annual property tax and monthly water and sanitation charges to provide basic civic amenities and drinking water. Most villages in Madhya Pradesh such as Intkhedi lack the basics with open drainage systems and heaps of garbage everywhere. The source of water in these villages is are hand pumps that do not assure a high quality of drinking water. Last year under the Central government’s Nal Jal Yojana, people started getting clean tap water in their households and in June this year, MP Panchayat and Rural Development department trained panchayat secretaries to collect water, sanitation and property tax under section 77 A of MP Panchayat Raj and Gram Swaraj Adhiniyam 1993, which empowers panchayats to levy tax and impose penalties, like urban municipal bodies. Intkhedi sarpanch Leela Bai fixed ₹100 per month as water charge, ₹30 per month for sanitation services apart from ₹200 per lakh as annual property tax, which the panchayat could collect. While the property tax is a fixed rate decided by the district administration, gram sabhas are free to decide the rate of water and sanitation tax as per the Panchayati Raj Act. The sarpanch’s decision is being opposed by some villagers. Ramesh Meena, who runs a shop in Intkhedi village, asks why should he pay tax for a government scheme. He has support from many in the village. Sarpanch Leela Bai, panchayat secretary Gulab Singh Mehra and chief executive officer Phanda janpad panchayat, Upendra Parihar, tried to convince the villagers in the first week of August to pay these taxes but residents said they first wanted to see evidence of change. “The Gram Sabha started cleaning of roads and heaps of garbage and also made an arrangement for door to door collection of garbage and gave cycles to women sanitation workers in August. The panchayat officials have started the supply of uninterrupted clean water. Now, many villagers are convinced and have started paying the tax from October 1,” said Mehra, the panchayat secretary. Out of 400 families, all are paying sanitation tax but only about 300 families are paying water tax leaving those that are below the poverty line. The property tax is yet to be collected. A village’s self-help group member Radha Meena said, “We put in a lot of effort to convince villagers to pay sanitation and water tax but they are yet to be convinced to pay the property tax as they feel that it has no benefit. We are convincing them that under SVAMITWA Scheme, they will get property rights and correct valuation of the property. We are seeing a change in the attitude of villagers but it will take time.” IMPLEMENTATION The success in a few villages including Intkhedi where 100% people have started giving sanitation tax has convinced the MP government that asking villagers to pay for water and sanitation could work. It has now started training of secretaries of 23,000 panchayats to collect money for providing basic amenities to every household. The training started in June and is still going on in several places. Till now, MP government officials said, 10,000 village panchayats have imposed sanitation charge and property tax and 16,000 villages have introduced a water charge from September. “We have just implemented the monthly charge to make villages self-reliant,” said Umakant Umrao, principal secretary, Panchayat and Rural Development department. While payment of the tax is not optional, the state government has asked gram sabhas to exempt families under the poverty line, and those that express an inability to pay can be excused. Gram Sabhas can take a decision on waiving off their tax. Also Read | Sabyasachi gets warning from minister for mangalsutra ad: ‘Take down in 24 hrs’Umrao said that during the second wave of Covid 19 pandemic, panchayats imposed a fine of ₹28 lakh across the state for violation of guidelines such as social distancing and wearing of masks in the villages of MP. “That made us realise that panchayats of MP are getting empowered and can generate funds to become self-reliant. Facing a shortage of funds, we asked panchayats to use their power under the Panchayat Raj Act to impose taxes in a phased manner,” he said. Explaining the scheme, Umrao said in the first phase, fully developed villages will be asked to impose all three taxes while others will be asked to impose any one or two charges as per the services being provided. “If SVAMITWA survey (being done for property evaluation) has been completed, panchayats can come up with property tax. If they get 100% tap connection under Nal Jal Yojna, they can impose water tax and as per cleanliness, they can impose the sanitation tax,” he added. In Madhya Pradesh while 100 per cent of villages have been declared open defecation free (ODF), the last National Family Health Survey (NFHS) revealed that only 19% have sanitation facilities. 16,000 village panchayats have household tap connections under Nal Jal Scheme and in 3000 village panchayats, survey of properties has been completed. OPPOSITION The government plan, however, is being opposed as many villagers feel the villages still lack basic amenities including roads, sanitation and water supply, and therefore, hold the monthly taxes to be unjust. Meherban Gurjar, the sarpanch of Ramha Village, 35 km from Bhopal, said, “When most of the population is poor and get a kg of ration for ₹1 or 2 then how can we ask them to pay ₹50 or 60 for other services. We have imposed the system but I am not convinced enough.” According to the MP statistical department, about 36% of the rural population is below the poverty line, significantly exceeding the urban poverty rate of 21%. Similarly, according to the NFHS, only 79% households in rural MP have access to drinking water while only 19% have access to sanitation. In Jhaliwada village of under developed Balaghat district, sarpanch’s husband Chander Warwade points out that the villagers have an issue of trust as they feel that the government failed to provide basic infrastructure like roads in the past. “For them, the question is how will the taxation change the ground situation? They are opposing it tooth and nail.” Even officials admit that the scheme is facing opposition. Bhopal district panchayat CEO Vikas Mishra said they know it is very tough to impose any tax and that’s why they have asked sarpanchs and panchayat officials to pressurise only warehouse owners, affluent farmers and people having a farm house for recovery of tax. “By using their money, we will develop villages and later we will start compelling others to pay. This will create trust among not so affluent villagers,” he said. Mishra said this plan has worked out and in the past two months, they collected more than 1 crore as water, sanitation and property tax from 187 panchayats in Bhopal. However, Congress leaders attacked the state government for silently introducing taxation system in rural MP. Congress MLA Kunal Chaudhary asked if the government was going to introduce all the taxes provided for in the panchayati raj law. “The BJP-led state and the Central government are putting additional burden on the people through taxation to run development projects. They took this decision when the rural economy was in dire straits due to Covid 19 and people were suffering,” he said. One expert said the state government should first win the trust of people before imposing additional taxes. “This is true that there is a provision in the act as well as in the Constitution that local bodies can create their own fund for the development work by imposing taxes but it shouldn’t be done without winning the trust of people. The rural economy is in bad shape. The villages don’t have basic infrastructure like proper roads and health facilities, leaving alone civic amenities. When people are facing so many troubles, how can we expect them to pay tax,” said Sachin Jain, convener Vikas Samvad.||https://www.hindustantimes.com/india-news/like-cities-mp-villages-to-pay-for-property-water-sanitation-as-state-invokes-old-law-101635679463363.html
31-10-2021||India||Zydus Cadila agrees to reduce price of each dose of its Covid-19 vaccine to ₹265: Report||Ahmedabad-based Zydus Cadila, the firm behind ZyCoV-D, one of India's two indigenous jabs against the coronavirus disease (Covid-19), has reportedly agreed to reduce the price of each dose of the vaccine to ₹265. The manufacturer had earlier proposed ₹1900 for the regimen, which comprises three doses and is yet to be included in the nationwide inoculation drive, which commenced on January 16 this year.Also Read | Zydus proposes ₹1,900 for its vaccine; talks on to cut price“The company has brought down the price to ₹265 for each dose. Additionally, ₹93 will be charged as the cost of a disposable jet applicator. This was achieved after repeated negotiations with the central government. A final decision in this matter is likely to be taken this week,” news agency PTI quoted officials familiar with developments as saying.The need for a painless jet applicator stems from the fact that ZyCoV-D is a needle-free vaccine. The three doses have to be given on days 0, 28 and 56 respectively; each round of vaccination will see the jab being administered in both the arms.ZyCoV-D, which received clearance from the Drugs Controller General of India (DCGI) on August 20, is the only vaccine to have been approved for an age group below 18, as it was given emergency use authorisation (EUA) by the top drugs regulator for beneficiaries aged 12 and above. At present, every citizen who is 18-years-old or above is eligible for the vaccination drive.Besides ZyCoV-D, Hyderabad-based Bharat Biotech International Limited's Covaxin is the only other jab to have been recommended by the Subject Experts Committee (SEC) to the DCGI. Covaxin, which is the country's first indigenous anti-Covid shot, is among the two most widely used vaccines in the inoculation drive, Covishield being the other.Thus far, the DCGI has give emergency use approval to six jabs. Among these, two are home-made, while the remaining are foreign-developed.||https://www.hindustantimes.com/india-news/zydus-cadila-agrees-to-cut-price-per-dose-of-its-covid-vaccine-to-rs-265-report-101635676493665.html
31-10-2021||India||PM Modi's plane flies over Pakistan airspace, to return from Italy via same route||Prime Minister Narendra Modi's special VVIP flight, en route to Italy for the G20 Summit, flew over the Pakistani airspace on Friday and the aircraft will use it again on its return journey after getting formal permission from Islamabad, according to a media report here on Sunday.Prime Minister Modi's plane Boeing 777, 300ER, K7066 entered the Pakistani airspace from Bahawalpur, passed through Turbat and Panjgur and via Iran and Turkey reached Italy, The Express Tribune reported.According to the Civil Aviation Authority (CAA) sources, Indian authorities had requested Pakistan's Ministry of Foreign Affairs for permission to use the airspace for Modi's special flight.Pakistan accepted the request, allowing the Indian prime minister to fly through its airspace.The relations between India and Pakistan deteriorated after India announced withdrawing special powers of Jammu and Kashmir and bifurcation of the state into two union territories in August, 2019.India has told Pakistan that it desires normal neighbourly relations with Islamabad in an environment free of terror, hostility and violence.Prime Minister Modi arrived in Italy on Friday to participate in the G20 Summit where he is joined by other world leaders in discussions on global economic and health recovery from COVID-19, sustainable development and climate change.The report quoted the CAA spokesperson saying that on its way back to India after the Climate Summit in Glasgow, Prime Minister Modi’s plane will use Pakistan's airspace again.Earlier, an Indian commercial aircraft also used Pakistani airspace after obtaining necessary permission, according to the newspaper.Last month, Prime Minister Modi's plane en route to the United States flew over the Pakistan airspace after Islamabad gave permission for the aircraft.In October 2019, Pakistan had denied India's request to use its airspace for Modi's flight to Saudi Arabia. The same year in September also, Pakistan had denied overflight clearance for the prime minister's aircraft.||https://www.hindustantimes.com/india-news/pm-modi-s-plane-flies-over-pak-airspace-to-return-from-italy-via-same-route-101635678132307.html
31-10-2021||India||Drugs-on-cruise case: Other than Aryan Khan, who all have got bail till now||The Mumbai drugs-on-cruise case, which began with a raid by the National Investigation Agency (NIA) earlier this month, garnered enormous buzz across the country due to the arrest of Bollywood actor Shah Rukh’s son Aryan Khan. Following multiple rejections of bail plea applications, the 23-year-old was granted bail by the Bombay High Court (HC) on Thursday, and Aryan reached his home – Mannat, amid cheers and drumbeats from fans on Saturday.His bail plea, however, was not the only application that received a go-ahead by the court as Aryan’s co-accused actor Arbaaz Merchant and model Munmun Dhamecha, who were arrested along with him on October 3, were also permitted to walk out of jail.According to latest updates, as many as 14 persons have been granted bail so far while six others, including two Nigerian nationals Okaro Ouzamo and Chinedu Igwe, remain behind bars.The case has witnessed numerous twists with Nationalist Congress Party (NCP) leader and Maharashtra minister Nawab Malik and Narcotics Control Bureau (NCB) Mumbai zonal director Sameer Wankhede indulging in allegations and counter-allegations against each other. Extorting money from Aryan and framing more than 20 people in fake drug cases in the past are some of the serious allegations that Malik has levelled against Wankhede. This has even made the Mumbai Police commence an investigation into the matter, while Wankhede was interrogated for more than four hours by the NCB deputy director general (DDG) Gyaneshwar Singh on Wednesday.As of now, the investigation of the case continues and although Aryan has been given bail, the Bombay HC has mandated a host of conditions that the 23-year-old must follow.Here’s a list of 14 people who have so far got bail in the Mumbai cruise ship drugs’ case:1.     Aryan KhanOn Saturday at about 11am, Aryan departed from Mumbai’s Arthur Road jail after spending more than 20 days in prison. He was escorted out by his father’s security team, who also took him back home. Notably, on Friday, Bollywood actor Juhi Chawla, reached the Special NDPS court and signed a ₹1 lakh bond for Aryan. Aryan’s counsel Satish Manishinde had named Chawla as his client’s surety, which the court accepted. “We are all happy it is over,” Chawla told reporters.2.     Arbaaz Merchant and Munmun DhamechaAryan’s friend and actor Arbaaz and model Munmun were also granted bail on October 28. Similar to Aryan, they also have been given bail with conditions, which include presenting at the NCB office as per the central agency’s requirement in order to facilitate the drugs’ case. Notably, Arbaaz was found in possession of six grams of charas and Munmun was found with five grams of contraband on the day of the NCB raid on October 2.3.     Avik Sahu and Manish RajgariaThey were the first individuals in the drugs-on-cruise case to get bail after the Special NDPS court granted them the same on October 26. According to the NCB, Rajgaria was held for the possession of a small quantity of hydroponic weed multi-strain cannabis, while Sahu was apprehended on consumption charges.4.     Achit KumarSpecial NDPS court judge VV Patil on Saturday granted bail to alleged drug peddler Achit Kumar in the Mumbai cruise ship drugs case. In their statements of the NCB, both Aryan and Arbaaz had named Kumar as their peddler. He was, however, not present on the Goa-bound cruise on the day of the raid.5.     Organisers of the cruise ship partySamir Sehgal, Bhaskar Arora, Manav Singhal and Gopal Anand, who organised the rave party aboard the Cordelia ship earlier this month, were also granted bail by the special NDPS court on Saturday.6.     Shreyas Nair and Ishmeet Singh ChadhaChadha is a resident of Delhi and drugs were recovered from him when the NCB team raided the cruise ship. Nair, on the other hand, was accused by the central agency as a drug peddler.7.     Nupur Satija and Gomit ChopraAs per the NCB claims, both of them were found on the cruise with MDMA (ecstasy) pills. Like Chadha, Satija is also a resident of the national capital while Chopra is a makeup artist.||https://www.hindustantimes.com/india-news/drugsoncruise-case-other-than-aryan-khan-who-all-have-got-bail-till-now-101635676470308.html
31-10-2021||India||Delhi airport resumes flight operations from T1 after 18 months of Covid lull. Details here||Delhi's Indira Gandhi International Airport on Sunday finally reopened and resumed operations on Terminal 1 after more than 18 months of prolonged closure. As a result, part of flight operations of budget carriers SpiceJet and IndiGo will shift to the IGI Airport Terminal 1 (T1) from Sunday, as they did before the Covid-19 pandemic struck last year.“Attention Delhi Flyers! From October 31 2021, domestic SpiceJet Delhi flights (4 digit flight nos. starting with “8") to operate from T3. Remaining Delhi domestic flights to operate from T1. International flights from T3," read a recent SpiceJet tweet.So far, Terminal 2 and terminal 3 of the Delhi airport have been handling flight operations at the Delhi airport from May 25, 2020, and July 22, 2021, respectively, the GMR group-led DIAL informed. With the reopening of T1, all terminals of the IGI airport will now be functional.Meanwhile, flight operations at Terminal 1 of the Delhi airport have resumed keeping in mind the safety protocols amid an ongoing Covid-19 pandemic.Here it is! We are happy to share a glimpse of the first @IndiGo6E flight arriving at Terminal 1 ✈🙂 #DelhiAirport #T1Resuming pic.twitter.com/8LEnVoQWKd"We would like to assure passengers that at Delhi airport they will be in a safe and healthy environment. We have implemented several measures at the airport to ensure passenger safety without compromising their comfort and experience," Videh Kumar Jaipuriar, CEO of DIAL, earlier told Hindustan Times.The first flight scheduled from T1 was an Indigo flight which departed for Mumbai at 0105 hours. At the same time, the Director-General of Civil Aviation (DGCA) has lifted the capping on passenger capacity for all domestic flights from October 18 onwards.However, the ban on scheduled international flights to and from India has been extended till November 30, 2021.||https://www.hindustantimes.com/india-news/delhi-airport-resumes-flight-operations-from-t1-after-18-months-of-covid-lull-details-here-101635674006498.html
31-10-2021||India||'Craze? Or conspiracy?': Mukhtar Abbas Naqvi's reply to Pritish Nandy over Modi-Pope hug||Union minister of minority affairs Mukhtar Abbas Naqvi on Sunday asked poet and Bollywood personality Pritish Nandy whether it is a craze to bash Prime Minister Narendra Modi or if there is a conspiracy to bash India, as Nandy raised questions over PM Modi's hug with Pope Francis on Saturday.Sharing a photo of PM Modi and Pope Francis greeting each other with a hug, Nandy wrote, "It's heartwarming to see Prime Minister Narendra Modi embracing the Pope in the Vatican today. Would love to see him do the same with Muslim and Sikh spiritual leaders. It may help to tame the belligerent bhakts embarrassing India."The tweet drew many reactions on social media and one of them was from the minority affairs minister who posted four past photos of PM Modi with Muslim and Sikh spiritual leaders. In one of the photos, the minister himself is also seen. भैय्या.. "मोदी बैशिंग की सनक है".. या "भारत बैशिंग की साजिश"..?https://t.co/LLJLPyWA6Q pic.twitter.com/EM652VCAQJ"Brother, is this a craze of Modi-bashing? Or, a conspiracy of India-bashing?" the minister wrote.Prime Minister Narendra Modi on Saturday met Pope Francis and invited him to India, which has been termed as historic as this was the first meeting between an Indian Prime Minister and the Pope in more than two decades. The ministry of external affairs confirmed on Saturday that Pope Francis has accepted the invitation.The Christian community of the country expressed happiness over Modi-Pope meeting and Pope's future visit to India. The RSS too welcomes the meeting and said it believes in the principle of 'Vasudhava Kutumbakam' (the world is one family).The external affairs ministry said Pope accepted the invitation and said it was the greated gift for him. "The Pope has graciously accepted the invitation of PM Modi. And in his own words and I am paraphrasing it, he said you have given me the greatest gift. I am looking forward to visiting India," foreign secretary Harsh V Shringla said.||https://www.hindustantimes.com/india-news/craze-or-conspiracy-mukhtar-abbas-naqvi-s-reply-to-pritish-nandy-over-modi-pope-hug-101635675189129.html
31-10-2021||India||Will die, but not ally with BJP: Priyanka slams SP-BSP allegations||Congress leader Priyanka Gandhi Vadra on Sunday hit out at the Akhilesh Yada-led Samajwadi Party (SP) and Mayawati’s Bahujan Samaj Party (BSP) for alleging that the grand old party was colluding with the Bharatiya Janata Party (BJP). She said she would rather die, but have any kind of tie-up with the saffron camp.Addressing a 'Pratigya Rally' of the party in Gorakhpur, Gandhi urged those present at the gathering to think why the SP and BSP leadership was never seen standing by them during their tough times. “They (SP and BSP) say the Congress is working in collusion with the BJP. I want to ask -- why don't they stand with you in your tough times? Only the Congress is fighting. I will die, but never have any kind of relationship with BJP,” Gandhi was quoted as saying by news agency ANI.Also read | Sunil Jakhar has a 'Capt Saab' twist to Channi govt's no ad on Indira Gandhi's death anniversaryRecalling her grandmother and late Prime Minister Indira Gandhi on her death anniversary, Vadra said she knew she could be murdered, but never bowed down as she promised to keep her own vows. “For her, there was nothing greater than your faith in her. It's because of her teachings that I'm standing in front of you and I'll also never break your faith,” Vadra, who has been on a mission to revive the Congress' fate in the state, said.#WATCH | They (SP & BSP) say Congress is working in collusion with BJP. I want to ask: why don't they stand with you in your tough times. Only Congress is fighting. I will die but never have any kind of relationship with BJP: Congress leader Priyanka Gandhi in Gorakhpur pic.twitter.com/BlyfmK63ZmAddressing women voters of the state, which is scheduled to see assembly election next year, Vadra promised to continue her fight for them and the former would change the face of politics. “I want to tell my sisters -- I'll fight for you. The Congress will fight for you. I want to give power to you so that you can fight your struggle. When 40 per cent women will come into politics, they will change the face of politics,” she said.Further hitting out the SP and BSP, she said it was them who closed down all mills that were opened during previous Congress regimes in the state. “You know who shut down sugarcane mills established during Congress governments here. The governments of SP and BSP closed those mills and they're saying that Congress is working in collusion with BJP.”She also hit out at the Yogi Adityanath-led BJP government for announcing a raise in the minimum support price (MSP) for sugarcane only months ahead of the election. “It has been said that the MSP for sugarcane will be raised. Why are you announcing it now? What were you doing in the last four-and-a-half years? Didn't you find the right time to increase the price of sugarcane till then?” she added.(With agency inputs)||https://www.hindustantimes.com/india-news/will-die-but-not-ally-with-bjp-priyanka-slams-sp-bsp-allegations-101635675078019.html
31-10-2021||India||Rajib Banerjee returns to TMC, regrets 9-month tryst with BJP||Ending his 9-month tryst with the Bharatiya Janata Party (BJP), former Trinamool Congress minister Rajib Banerjee on Sunday returned to the TMC at party national general secretary Abhishek Banerjee’s rally in Agartala, telling Tripura residents that he was regretful.“I am repentant. I am ashamed that I did not listen to Abhishek Banerjee who tried to talk me out of my decision to join the BJP. I was made to believe that the BJP would usher in development and progress. I do not want people to make the same mistake and regret. I have many friends and relatives in Tripura. Every time they heard me talk about the success of the BJP they called me to say they were suffering in the BJP regime,” Banerjee told the crowd.Abhishek Banerjee handed the party flag to Banerjee after the two embraced each other on the dais.On January 30, days after he resigned from the state cabinet and the TMC, Rajib Banerjee drew attention and envy when he and a team of turncoat legislators under his leadership were flown to Delhi in a chartered plane so that they could join the BJP at the residence of Union home minister Amit Shah. The special privilege, which no other TMC leader has enjoyed till now, made bigger news than his shift in allegiance which was anticipated.Banerjee, who had been maintaining silence and also distance from the saffron camp since the TMC returned to power in Bengal for the third time in the March-April polls, was inducted in the national executive committee of the BJP on October 5. While this looked like the national leadership’s effort to keep Banerjee in the party, the action triggered strong resentment in the BJP’s Bengal unit.Also Read | Country suffering as Congress can’t take a decision: Mamata Banerjee in GoaSeveral state office bearers told HT that they were shocked and surprised by the national leadership’s decision because Banerjee not only criticised the BJP’s opposition to Mamata Banerjee but distanced himself from the party after his defeat at the Domjur assembly seat in Howrah. Banerjee had won the seat twice since 2011 when the TMC came to power for the first time.Banerjee drew media attention when he carried home a large photograph of Mamata Banerjee while vacating his chamber at the state assembly. He even broke down after tendering his resignation as minister to governor Jagdeep Dhankhar.On Sunday, he referred to Mamata Banerjee as “goddess” and “our mother.” “I failed to recognise her. She has transformed Bengal. BJP ruled-states are copying her social welfare schemes,” he said.“BJP leaders and workers in Bengal stopped thinking about Rajib Banerjee long time ago. He is not a subject of discussion for us,” Bengal BJP’s chief spokesperson Samik Bhattacharya said on Sunday.||https://www.hindustantimes.com/india-news/rajib-banerjee-returns-to-tmc-regrets-10-month-tryst-with-bjp-101635675322998.html
31-10-2021||India||Modi to review low Covid-19 vaccine coverage in 40 districts with CMs, magistrates on Nov 3||Prime Minister Narendra Modi on November 3, 12pm, will meet over video conferencing with the district magistrates of 40 districts across various states to discuss the low Covid-19 vaccination coverage, the Prime Minister’s Office (PMO) said on Sunday. The respective state chief ministers would also be present during the meeting, the PMO said.Modi is on an official visit to Rome, Italy, and Glasgow, UK, to attend the G20 World Leaders’ Summit and the COP-26 climate conference respectively. He is currently in Rome and is slated to travel to the UK on November 1 and 2.“Immediately after returning to the country after attending the G20 Summit and COP26, Prime Minister Narendra Modi will hold a review meeting with districts having low vaccination coverage, on 3rd November at 12 noon via video conferencing,” the PMO said.Also read | India records 12,830 Covid-19 cases, 446 deaths; recovery rate at 98.20%Districts where the vaccination coverage is less than 50% would be the primary focus of the meeting. “The meeting will include districts with less than 50% coverage of the first dose and low coverage of the second dose of Covid vaccine. Prime Minister will interact with District Magistrates of over 40 districts in Jharkhand, Manipur, Nagaland, Arunachal Pradesh, Maharashtra, Meghalaya, and other States with districts having low vaccination coverage. Chief Ministers of these States will also be present on the occasion,” the PMO further said.Earlier this week on Wednesday, Union health minister Mansukh Mandaviya held a review meeting with state health ministers, during which he announced the ‘Har Ghar Dastak’ door-to-door vaccination campaign to boost vaccination rates.“We are going to launch a mega vaccination campaign 'Har Ghar Dastak'. We decided that for the next one month, healthcare workers will go door-to-door to vaccinate people eligible for second dose and also those who have not taken the first dose,” news agency ANI quoted the minister as saying following the meeting. He also noted that 48 districts across the country have been identified where the first-dose coverage was less than 50%.On Sunday, the ministry said that the cumulative number of vaccine doses administered under the country’s vaccination drive crossed the 106.14-crore mark as of 7am on the day. Also, 12,830 new cases of the disease and 446 deaths were reported on the day.||https://www.hindustantimes.com/india-news/modi-to-review-low-covid-19-vaccine-coverage-in-40-districts-with-cms-magistrates-on-nov-3-101635672922417.html
31-10-2021||India||PM Narendra Modi to visit Kedarnath on November 5||Prime Minister Narendra Modi will visit Kedarnath, one of the four famous Hindu shrines in Uttarakhand that make up the state’s holy Char Dham pilgrimage, on November 5, said an official aware of the details. The PM will offer prayers at the Kedarnath Temple, inaugurate the samadhi (final resting place) of Shri Adi Shankaracharya, one of the most revered Hindu sages and ideologues, and also unveil his statue, he said. The samadhi has been reconstructed after it was damaged during the devastating 2013 floods that ravaged the state. To mark the occasion, the Bharatiya Janata Party (BJP) has invited sadhus and devotees to be part of the nationwide celebrations to be held at the four Dhams, 12 Jyotirlingas and 86 prominent temples, established across the country by Shri Adi Shankaracharya during his travels.Also Read | COP26: World leaders set to kick off UN climate summit in GlasgowGiant screens will be placed at these venues to relay PM’s programme to the masses.The PM Is also expected to inaugurate some infrastructure projects.Modi’s forthcoming visit to the Himalayan temple will mark the completion of the first phase of reconstruction works in Kedarpuri and beginning of the second phase.The programme assumes significance as the hill state is headed for assembly polls next year.||https://www.hindustantimes.com/india-news/pm-narendra-modi-to-visit-kedarnath-on-november-5-101635673102933.html
