January 22, 2021||Kanpur||300 Odisha farmers on way to Delhi stopped near Kanpur||KANPUR: The Kanpur district police stopped over 300 Odisha farmers in Maharajpur on Kanpur-Fatehpur border on Wednesday night. The farmers were on way to Delhi to express solidarity with the protesting farmers, who have planned to take out a tractor rally on the Delhi border on Republic Day. UP in charge of Nav Nirman Kisan Sanghatan Himanshu Tiwari claimed that the farmers travelling in half-a-dozen buses were detained in Ruma area. However, the district administration denied the charge. Tiwari claimed, “police have detained nearly 300 farmers, who, under the leadership of national convener Nav Nirman Kisan Sanghatan Akshay Kumar, were heading towards Delhi to express solidarity with the protesting farmers, who have planned a mega tractor rally there on Republic Day, in six buses from Odisha. They had left Odisha on January 15.” “As soon as the farmers entered the UP border, police stopped them. We urge all citizens, farmers and political leaders to support the farmers,” said Tiwari adding, “The government can’t stop us from reaching Delhi to raise our voice against these laws.” ADM (City) Atul Kumar said, “Following local intelligence inputs, police force had been deployed at vulnerable points on the outskirts of the district in order to maintain peace in the area. They were stopped from entering the district as Section 144 CrPC is in force.” He, however, rubbished allegations regarding detention and harassment of farmers.||http://timesofindia.indiatimes.com//city/kanpur/300-odisha-farmers-on-way-to-delhi-stopped-near-kanpur/articleshow/80393136.cms||Faiz Rahman Siddiqui
January 22, 2021||Mumbai||DJ and rapper arrested by NCB as raids continue, search on for aide of don’s kin||Mumbai: Narcotics Control Bureau (NCB) on Wednesday arrested Rahul Verma, a DJ and rapper, and Zakir Shaikh, an associate of underworld don, the late Karim Lala’s grandson Chinku Pathan, for manufacturing and selling narcotic drugs. NCB had arrested Pathan on Tuesday. NCB, in two days’ raids in Mumbai and Navi Mumbai, seized drugs, weapons, two high-end cars and Rs 2.1 crore. It launched a manhunt for Pathan’s key accomplice, Arif Bhujwala, from whose house officials seized 5.7kg of mephedrone, 1kg methamphetamine and 6.1kg ephedrine. Officials found a ‘laboratory’ below Bhujwala’s house, where a huge stash of packaging material, utensils, weighing machines and other apparatus used to manufacture the contraband, were found. “Pathan and Bhujwala used to mix drugs, pack them in small packets and paste stickers declaring them as sugar. We suspect the accused hid drugs among other material and export it mis-declaring it,” said an official. NCB also seized 3gm heroin and 52gm mephedrone from Shaikh’s residence in Dongri. On a tip-off the team led by zonal director Sameer Wankhede raided Pathan’s house in Ghansoli, Navi Mumbai, and arrested him and recovered a pistol. “Rahul Verma is suspected to be a supplier of MD for Pathan. Later, we conducted raids at his associate Bhujwala’s residence at Noor Manzil building, Dongri. It led to the recovery of an automatic blank revolver, unaccounted cash (Rs 2.1 crore), believed to be sale proceeds from illegal drug-trafficking,’’said an official. NCB is likely to initiate action against Bhujwala’s family as they allowed him to flee. Sources said on Wednesday, when the team reached there, family members did not open the door for long time. He jumped out of the window, an official said. Pathan, Verma and Shaikh were produced before a Navi Mumbai court which remanded them to NCB custody for six days. They have been charged under sections of NDPS Act for producing, manufacturing, possessing, selling, purchasing, transporting, consuming, importing/exporting narcotic drugs.||http://timesofindia.indiatimes.com//city/mumbai/dj-and-rapper-arrested-by-ncb-as-raids-continue-search-on-for-aide-of-dons-kin/articleshow/80394062.cms||Ahmed Ali
January 22, 2021||Ludhiana||Frontline workers during pandemic honoured||Ludhiana: The district administration on Thursday honoured frontline workers who had worked hard and wholeheartedly during the peak of Covid-19 pandemic in the district. Deputy commissioner Varinder Kumar Sharma was the chief guest on the occasion. A brief function in this regard was organised in the mini-hall of Guru Nanak Bhavan here. Commissioner of police Rakesh Agrawal, ADC (development) Sandeep Kumar, ADC (general) Amarjit Bains, Prem Gupta and Dr Bishav Mohan from Dayanand Medical College and Hospital, Sachit Jain from Vardhman Steels, besides a large number of senior government officials were present on the occasion. The DC specially appreciated the role of Ludhiana police in the distribution of langar and essential commodities, along with maintaining law and order. He also appreciated the role of ADC (D) Sandeep Kumar for keeping a liaison with the private hospitals and it was due to his dedicated efforts that the number of beds in private hospitals rose from 120 to 1,200 after he joined. He also thanked the members of Sanjeevani group for providing much needed medical advice related to treatment at that point in time. Sharma also thanked the NGOs for playing a pro-active role in all aspects of controlling the pandemic. ADC (D) Sandeep Kumar, who is also the nodal officer for Covid-19 for the district, said that it was a matter of great pride that maximum number of testing was done in the district as compared to all other districts of the state. Agrawal said that out of around 4,500 police personnel under police commissionerate, Ludhiana, around 450 got affected by Covid-19 and two of their officials died while performing their duties at that time.||http://timesofindia.indiatimes.com//city/ludhiana/frontline-workers-during-pandemic-honoured/articleshow/80392990.cms||---
January 22, 2021||Delhi||Vaccine numbers shoot up as Delhi govt allows walk-ins||NEW DELHI: Many healthcare workers queued up at Covid-19 vaccination centres to receive the protective jab even when their names weren’t on the scheduled list of beneficiaries on Thursday after Delhi government permitted walk-in vaccinations. Several hospitals said this led to an increase in the turnout and assured minimum wastage of opened vaccine vials. Health minister Satyendar Jain said the government has allowed walk-in vaccinations to improve the turnout and to ensure all health workers got protection from the viral scourge. On Tuesday, only 48.7% of the healthcare workers scheduled to get the shot turned up at the vaccination centres. A low turnout leads to wastage of vaccine because once a vial is opened, all the 10 doses it holds must be used within a few hours. Without the required number of people to vaccinate, the leftover doses in the vials go waste. Eighteen healthcare workers lined up at Lok Nayak Hospital for the injection though their names were on the scheduled list for the day. Dr Suresh Kumar, medical director, Lok Nayak, explained, “The 18 people said they wanted to get the Covid shot, so the person managing the Co-WIN application located and listed their names in the app. Their identities were verified and when their credentials were all found to be true, they were permitted to receive the vaccine shots.” Kumar said that since 82 others also turned up for the vaccination, the hospital fully achieved the 100 shots target for the day. Dr Chhabi Gupta, outsourcing head at Rajiv Gandhi Super Speciality Hospital, too was a walk-in volunteer. “New Covid cases are declining, but the threat persists and so, it is important to get inoculated. I took the shot voluntarily to encourage those working under me.” At Delhi State Cancer Institute, nodal officer for vaccination Dr Pragya Shukla reported 10 walk-ins on Thursday. “The healthcare workers were eager to get the shots, but their names hadn’t figured in the list produced by the Co-WIN app. Since the healthcare workers learned that the government had allowed people to walk in and get the jab, many are excited to proceed,” said Shukla. The daily list is produced by the Co-WIN app after randomly selecting healthcare workers from the master list of those enrolled by the state government. The list is sent to the hospitals from the district magistrates’ office 24 hours in advance and the hospitals call the scheduled people about their appointment.||http://timesofindia.indiatimes.com//city/delhi/vax-numbers-shoot-up-as-govt-allows-walk-ins/articleshow/80394081.cms||AlokKNMishra
January 22, 2021||Amritsar||Punjab to come up with 2nd Jallianwala memorial||AMRITSAR: Over 100 years after the Jallianwala Bagh massacre, the Punjab government is going to lay the foundation stone for another memorial to those killed in firing by British troops on April 13 1919, at Amritsar’s Anand Amrit Park on January 25. The existing memorial at the massacre site has already undergone major revamp. The existing memorial was set up by the Government of India in 1951 to commemorate the killing of peaceful celebrators, including unarmed women and children, on the occasion of Baisakhi on April 13, 1919. It houses a museum, gallery and a number of memorial structures. TimesViewThe memorial at the massacre site is a testimony in stone to the killing of hundreds of unarmed people, which set off events that shaped India’s history. There cannot be another memorial like it. However, passage of time has also thrown up new information on the happenings. If a centenary monument is to be built, it could be a functional memorial like a library or research institute.For the new memorial, the Amritsar administration has asked the kin of martyrs of Jallianwala Bagh massacre to bring soil from their houses and native villages for mixing in the construction material of the memorial. "It will be the centenary memorial and its basic design has been conceptualized. It will be a separate one altogether," said Shivdular Singh Dhillon, adviser (tourism and cultural), while talking to TOI on Thursday. On whether there was any need to erect another memorial, he said, "The original Jallianwala Bagh is in the heart of the city. As a century has passed, it’s a kind of milestone in terms of history." The idea of erecting another memorial to Jallianwala Bagh, however, has not gone down well with many. Tarlochan Singh, one of the trustees of Jallianwala Bagh National Memorial Trust, said, "It’s a ridiculous idea that will only belittle the significance of the Jallianwala Bagh martyrs." Pointing out that a memorial is always erected at the place of occurrence of an event, he said the very idea of erecting a parallel memorial was "of those people who wanted cheap publicity". He added that they had preserved the narrow street through which British police had entered the park, there was a historical well into which people had jumped. "Everything is there, why do we need another memorial," he asked. However, Mahesh Behal, president of Jallianwala Bagh Shaheed Parivar Samiti, said there was no harm in erecting another memorial.||http://timesofindia.indiatimes.com//city/amritsar/punjab-to-come-up-with-2nd-jallianwala-memorial/articleshow/80394024.cms||Yudhvir Rana
January 22, 2021||Goa||Activists urge SC panel to stop rail expansion project in Goa||PANAJI: Activists from the Village Action Committee against Double-Tracking (VACAD) have appealed to the Supreme Court’s Central Empowered Committee (CEC) to intervene and stop South Western Railway’s (SWR) Margao-Vasco double tracking project. VACAD, along with the Heritage Action Group, has conducted a study in the four villages of Arrosim, Velsao, Cansaulim and Pale. The activists also alleged that SWR and the Rail Vikas Nigam Ltd, which is executing the double tracking project, are harassing the locals by blocking access routes, gates and roads. “We requested for an opportunity to meet the CEC, but we got no response. It is our submission to them that not just the forests, but our villages and homes will be destroyed by this project,” Velsao resident Max de Souza said. Chairperson of Goa Heritage Action Group Heta Pandit said that the SWR’s double tracking project is based on a survey conducted by the Indian Railways in 1968. “This government has not addressed the concerns of the people. These heritage homes have structural cracks because of the existing rail track and the vibrations,” said Pandit. “People’s homes are blocked by keeping sleepers in front of their gates. SWRL is blocking homes, pathways and gates to harass people.” Architect Dean D’Cruz said that a significant part of the existing single track was within 500m of the high tide line and a part passes through no-development slopes notified in the Regional Plan 2021 which is important for agriculture, traditional fishing and tourism.” Mollem resident Krishna Zore said that no study has been done to evaluate the impact of the existing railway track on the forests. On January 22, the CEC team will conduct a site inspection of the proposed doubling of railway line from Tinaghat to Kulem by rail inspection car.||http://timesofindia.indiatimes.com//city/goa/activists-urge-sc-panel-to-stop-rail-expansion-project/articleshow/80394085.cms||टाइम्स न्यूज़ नेटवर्क
January 22, 2021||Ludhiana||MC seizes 4 quintal of plastic carry bags, challans 80||Ludhiana: The municipal corporation officials once again started a drive against banned plastic carry bags in the city and on Thursday, issued as many as 80 challans to the violators in various markets. Around 4 quintal of plastic carry bags were also seized from the spot. It was under a 15-day-long swachhta programme that the officials launched this drive, where two teams were formed in each zone for carrying out the special drive. The drive was carried out in vegetable markets, shops and nearby markets, where plastic carry bags had been kept by shopkeepers. The officials claimed that they would destroy these carry bags in a systematic manner. The team in zone A issued 20 challans and seized 1.5 quintal of plastic carry bags, teams from zone B issued 10 challans after seizing 10 kgs of plastic carry bags. In zone C, 33 challans were issued and 80 kg of plastic carry bags were also seized and in zone D, 17 challans were issued to the violators and 1.6 quintal of plastic carry bags were seized. Before Covid-19, the regular drive of the MC was going on against plastic carry bags, but during the lockdown the drive came to a halt and people again started using the plastic carry bags without any check. Now, it will be seen whether this time the drive will be conducted on regular basis or it will be done only for a few days.||http://timesofindia.indiatimes.com//city/ludhiana/mc-seizes-4-quintal-of-plastic-carry-bags-challans-80/articleshow/80392995.cms||---
January 22, 2021||Pune||Autorickshaws start plying by the meter in PCMC limits||Pune: Autorickshaw drivers in Pimpri Chinchwad have finally started charging passengers by the meter. The move comes as a huge relief to residents and authorities alike. For the past 14 years, the traffic police had been negotiating with the autorickshaw drivers’ union to install meters on their vehicles. This was formalized at a programme held on Thursday at Babasaheb Ambedkar Chowk in Pimpri. Pimpri Chinchwad police commissioner Krishna Prakash switched on the meter of an autorickshaw at the function and also took a short ride in the vehicle. Additional commissioner Ramnath Pokale, deputy commissioner (traffic) Sudhir Hiremath, assistant commissioner of police Shrikant Disale, deputy regional transport officer Atul Aade and Baba Kamble, president of the Maharashtra Riksha Panchayat, an autorickshaw drivers’ union, were present for the event. “Due to the scattered population and little to no guarantee of a return fare, we were not ready to charge passengers by the meter. The authorities had been urging us to switch to metered fare since 2006, but for various reasons, we refused to budge from our stand until now,” Kamble told TOI on Thursday.Kamble said the realization that Pimpri Chinchwad was fast turning into a metro city spurred the union to change its stance. “We had to move with the times and agree to charging as per the meter,” Kamble said.Kamble said they now expected the authorities to do more for the benefit of the autorickshaw drivers in the twin township.“Firstly, we have asked the authorities to make arrangements for more autorickshaw stands in Pimpri Chinchwad. Secondly, due to the Covid-induced lockdown, our autorickshaws were off the streets for a couple of months. This hurt our business, but banks and financial institutions continued to harass drivers for loan instalments. The police should look into the matter and help the drivers,” Kamble said.Commissioner Prakash said they would be writing to banks and financial institutions about the dire financial situation of the drivers. At the same time, the police chief said, the autorickshaw drivers must also follow the rules.The commissioner said passengers or drivers can register complaints, if any, on the traffic police’s social media platforms like Facebook, Twitter and Instagram, from January 26. ACP Disale said the process to convince the drivers to start plying as per the meter was not an easy one. “We had more than three rounds of meetings, besides holding talks at the level of each traffic zone,” Disale said.He said the drivers also sought action against autorickshaws plying illegally. “We are in talks with the authorities concerned to make space for autorickshaw stands,” Disale added. “We have taken action against 150 autorickshaws plying illegally in Pimpri Chinchwad; our action will continue,” Prakash said.Deputy RTO Aade said they had helped autorickshaw drivers get QR codes to set up digital wallets. “They can now accept their fares online,” Aade said.||http://timesofindia.indiatimes.com//city/pune/autorickshaws-start-plying-by-the-meter-in-pcmc-limits/articleshow/80394058.cms||Mihir Tanksale
January 22, 2021||Trichy||NHAI fills potholes on Trichy-Karur NH||Trichy:A day after Times of India highlighted the bad shape of the Trichy-Karur national highway (NH) 81 peppered with potholes, concessionaire appointed by the National Highways Authority of India (NHAI) started maintenance work on Wednesday by filling the potholes.Pointing out the bad condition of the road, commuters have been demanding a waiver in the toll fee. TOI carried a report on January 19 titled “Motorists want toll cut as holes galore on NH 81 & 83’. Following the report, the concessionaire managing the NH on behalf of Trichy project implementation unit (PIU) carried out maintenance work on one-kilometre stretch between Thindukkarai and Andanallur, which is an accident-prone zone. The sides of the road were filled with gravel and soil as part of levelling them to the surface, while potholes were filled with bitumen. Commuters welcomed the move, but they demanded a permanent solution to the problem such as relaying of the road. NHAI sources said that a flyover is planned on the stretch. “As part of the semi-ring road project, a flyover will come up near Thindukkarai connecting the Karur NH with Dindigul, Madurai, Pudukkottai and Thanjavur NHs. We will relay the road if the civil work on the flyover gets delayed,” an official source at the toll plaza said. The official also added that they delayed the maintenance work hoping that the flyover work will commence soon. tnn||http://timesofindia.indiatimes.com//city/trichy/nhai-fills-potholes-on-trichy-karur-nh/articleshow/80396413.cms||---
January 22, 2021||Surat||ED files chargesheet against Sarma in cheating, forgery case||Surat: The Enforcement Directorate (ED) has filed chargesheet against former income tax commissioner and city BJP leader PVS Sarma and others in connection with the money laundering offence registered against his firm Sanket Media Pvt Ltd.The chargesheet was filed in a special PMLA court in Ahmedabad.On January 4, a provisional attachment order was issued under the Prevention of Money Laundering Act (PMLA) on identification of proceeds of crime totaling Rs 2.70 crores held in the name of Sanket Media, Sarma and his family members.ED initiated investigation under PMLA on the basis of FIR registered Umra police station of Surat under sections 465,468,471,420 and 120B of the Indian Penal Code 1860. This was after an investigation conducted by the income tax department.Investigation under PMLA revealed that Sanket Media is involved in printing and publishing the newspaper Satyam Times in both Gujarati and English language. Though the circulation of the newspapers was shown at 23,500 and 6,000-6300 copies daily for the Gujarati and English editions respectively, in reality it was only around 300-600 and 0-290 respectively. The inflated figures were shown so as to attract more advertising agencies including Directorate of Advertisement and Visual Publicity and other private advertising companies to publish their advertisements.Sarma indulged in conspiracy and cheated the government and private advertisers and received Rs 2.70 crores as advertisement. He also showed bogus purchase of raw materials and made false entries in the books of accounts from fake companies.Earlier on November 26 last year, ED had arrested Sarma under PMLA. He is in judicial custody.Sarma had created a flutter by alleging money laundering post-demonetization and claime that he had documents to prove the involvement of some Surat companies.||http://timesofindia.indiatimes.com//city/surat/ed-files-chargesheet-against-sarma-in-cheating-forgery-case/articleshow/80391739.cms||---
January 22, 2021||Pune||Deputy CM directs audit of SII facility in Manjari after blaze||Pune: Deputy chief minister Ajit Pawar on Thursday ordered an “elaborate audit” of the Serum Institute of India’s (SII) vaccine manufacturing unit at Manjari to find out the cause of the fire that claimed five lives. “There are various theories going around about what led to the fire. Only an apt inquiry will bring out the cause,” Pawar told reporters at the accident site on Thursday night. “Separate teams have been formed for inspecting each floor of the multi-storied Serum facility and audit various aspects to ascertain the cause of the fire,” Pawar said. “The facility had sprinklers all over the place. But the intensity of fire was too much for the sprinklers to put off the blaze. The fire brigade personnel had to break windows at several points to bring the blaze under control,” he added. “As the facility is located in a special economic zone (SEZ), we will examine if all norms related to an SEZ firm, workers’ safety and Covid-19 regulations were being followed,” he said. Till late Thursday night, the identity of the five victims could not be established. “We are taking help of the contractor and the victims’ co-workers and relatives to identify them. Body samples will be sent to DNA and forensic experts for conclusively establishing identity of the deceased,” DCP (zone V) Namrata Patil told TOI. Patil said the police were for now registering a case of accidental fire and would continue with the investigation. TOI managed to speak to two workers, Sudhanshu Kumar (19) and Avinash Kumar (23), both from Pratapgarh in Uttar Pradesh, who were at the facility when the fire broke out. “I was busy with insulation of wiring for the centralized air conditioning system when I saw some other workers running a helter skelter. I realized that a fire had broken out,” said Sudhanshu. “Eight of us were engaged in insulation and other works. Two workers were not found,” he added.Avinash said, “Black smoke covered the place and I had a burning sensation in my eyes. Though I managed to run out of the building, some of my colleagues got trapped inside.”||http://timesofindia.indiatimes.com//city/pune/deputy-cm-directs-audit-of-sii-facility-in-manjari-after-blaze/articleshow/80394056.cms||Asseem Shaikh
January 22, 2021||Ludhiana||SAD, Cong join chorus against NIA notices to farmers’ supporters||Ludhiana: As the supporters of farmers are getting notices from the National Investigation Agency for explanation, political parties have condemned the move and alleged that since the BJP has failed to tackle the farmers’ issue, and now such tactics are being used by them. The central government is only trying to create pressure on those people who are supporting this protest, so that farmers should end it. However, the BJP leaders denied these allegations. Akali Dal district president Ranjit Dhillon said, “The BJP has failed to budge the farmers from their protest and that is why now it is using agencies to create fear among the supporters of the protest.” He said on one hand regular meetings were being organised with farmer leaders and side by side NIA notices were being sent to the supporters. Dhillon said the government was only trying to break this protest by any means. He said on January 26 when the tractor march would be carried out in Delhi, the government would get to know about the strength of farmers. Meanwhile, Congress district president Ashwani Sharma said, “Farmers have been sitting peacefully on protest for the past so many days and BJP leaders are giving them names like Khalistanis. Besides, national agencies like NIA and CBI are like puppets in the hands of government is a known fact.” He said the NIA notices were being issued only to suppress the supporters of farmers protest nothing else. He added that the Congress leaders were also in support of farmers and were supporting this protest at their level. However, BJP state vice-president Parveen Bansal said, “The BJP has never used the central agencies for political motives and whether it is NIA or CBI, these are independent agencies and if the NIA had served notices to anybody, then they might had some clue about international funding in these protests.” He said if BJP government was not serious about farmers’ welfare, then 10 meetings would not have taken place. He added that even now the government was open to every possible solution that could be best for farmers, but there are certain people who do not want farmers should get benefits, so they were trying to take advantage of their protests.||http://timesofindia.indiatimes.com//city/ludhiana/sad-cong-join-chorus-against-nia-notices-to-farmers-supporters/articleshow/80393008.cms||---
January 22, 2021||Pune||4 in vehicle rob man of cellphone||Pune: An autorickshaw driver, along with his three accomplices, hit the arm of a 33-year-old man with a stick and fled with his cellphone worth Rs8,000 in the early hours of Wednesday. The man, Sharad Jadhav of Malegaon in Nashik district, suffered fractures on his left arm. He lodged a complaint with the Bhosari police after receiving treatment later on Wednesday. The robbery occurred in Phugewadi around 4.15am when Jadhav was on his way to his brother’s house after deborading a bus. “An autorickshaw driver stopped his vehicle and offered Jadhav a drop. There were three other men in the autorickshaw,” inspector Jitendra Kadam of the Bhosari police told TOI. The officer said Jadhav refused the autorickshaw driver’s offer and continued walking. “The vehicle followed Jadhav and stopped near him. One of the men in the atorickshaw hit Jadhav’s arm with a stick, while another man snatched his cellphone. The vehicle then hurriedly drove away from the spot,” Kadam said.||http://timesofindia.indiatimes.com//city/pune/4-in-vehicle-rob-man-of-cellphone/articleshow/80394076.cms||---
January 22, 2021||Pune||Ahmedabad financier booked in cheating case||PUNE: The Swargate police on Wednesday booked the proprietor of an Ahmedabad-based finance company and its agent in a cheating case. A Kothrud businessman lodged a complaint, alleging that the duo had cheated him and his partner to the tune of more than Rs17 lakh since October 1, 2020. The suspects had promised the complainant a Rs5 crore business loan. Sub-inspector Ganesh More on Thursday said the complainant, Suraj Suryavanshi, and his partner were introduced to the financier by an agent, whom they met through an acquaintance. “After a series of meetings in Pune and Ahmedabad, we decided to take a loan and completed the necessary formalities, but never got the loan,” the complaint read. More said Survyavanshi and his partner had each paid the suspects Rs25,000 as processing fees. “The suspects then told them to purchase cryptocurrency to secure the loan,” More said. “The suspects guided Suryavanshi and his partner in purchasing cryptocurrency worth Rs8.5 lakh each online, but they never got the loan. The suspects switched off their cellphones and their whereabouts were not known. Realizing they had been cheated, Suryavanshi registered an FIR,” More said. On the progress in the investigation, More said, “Suryavanshi has given us the names, office address and mobile numbers of the suspects. We will verify the information given by them.” More added, “We have booked the dup under the relevant sections of the IPC.”||http://timesofindia.indiatimes.com//city/pune/ahmedabad-financier-booked-in-cheating-case/articleshow/80394083.cms||---
January 22, 2021||Pune||Pune: RTO says pending licence, registration clearance soon||PUNE: Officials of the city’s Regional Transport Office (RTO) on Thursday claimed that the shortage of plain cards, used for printing driving licences and registration certificates, was being dealt with and all backlog would be cleared within a couple of days. Some RTOs in the Pune region, including the head office, has been facing a shortage of the cards, in turn, delaying the printing of driving licences and registration certificates. “Earlier this week there was a shortage but things have worked out and new cards are on their way to the vendors. The backlog will be cleared within a couple of days,” Ajit Shinde, the regional transport officer of Pune, told TOI. Another RTO officer said the backlog of April, May and June were cleared in November and December, which had triggered the card shortage. “Little to no activities happened in the RTO offices for some months because of the lockdown, creating a substantial backlog. We worked on war footing in the last two months of 2020 to clear it. However, the issue is almost resolved now and the remaining backlog will also be cleared very soon,” the official said. The Pune region has three RTOs — in Pune city, Pimpri Chinchwad and Baramati. An official with the Baramati RTO office said, “While we had enough cards to print registration certificates, till Wednesday evening, only 25 cards were left with us for printing driving licences.”||http://timesofindia.indiatimes.com//city/pune/rto-says-pending-licence-registration-clearance-soon/articleshow/80394068.cms||Joy Sengupta
January 22, 2021||Hyderabad||Hyderabad: Covid-hit nurse says vaccine shot is an early birthday gift||HYDERABAD: A staff nurse at Nizam’s Institute of Medical Sciences (NIMS), who had tested positive for Covid-19 last year, said the vaccine shot on Thursday felt like an early birthday present. B Swapna Kumari, 39, who works in the hospital’s Covid-19 isolation ward is more prone to contracting the virus and was therefore inoculated in the first week of the roll out. “I suffered with breathlessness, high blood pressure, low saturation levels and anxiety for more than a month when the report came positive in July,” said Kumari, who is going to celebrate her birthday in two months from now. “Getting a shot of this vaccine now, after going through all that, feels like an early birthday present,” she added. “While it is still important that I take all the necessary precautions while working in the Covid-19 isolation ward, I don’t have to worry so much about putting my family at risk every day after I go back home,” she said. Kumari, who has been working as a staff nurse for almost a decade at NIMS lives in the city with her husband and two children. The Covid-19 survivor, who returned to the hospital to discharge her duties immediately after she recovered from the virus has been hailed as a hero by her colleagues who were waiting for her to join them in the observation room where vaccine beneficiaries are checked for any adverse reactions. Sunita Yeruva, another staff nurse who was waiting with Kumari in the observation room, said, “It was really inspiring to see how she came back to serve Covid-19 positive patients in the isolation ward despite contracting the virus. We now look up to her as our role model.”||http://timesofindia.indiatimes.com//city/hyderabad/covid-hit-nurse-says-vaccine-shot-is-an-early-birthday-gift/articleshow/80394072.cms||Moulika.KV
January 22, 2021||Mumbai||BJP demands leader of opposition post in BMC, SC sends mayor notice||NEW DELHI: Deciding which party, based on its numerical strength, should get the post of leader of opposition (LoP) is not difficult, but the question engaged the Supreme Court’s attention as the changed equation between Shiv Sena and BJP in Maharashtra found reverberations in the Brihanmumbai Municipal Corporation (BMC). After the 2019 assembly elections, Sena broke away from BJP and formed the MVA government with NCP and Congress. BJP sought to get back the post of LoP in the BMC from Congress. But mayor Kishori Pednekar refused and ruled that once the post was given up voluntarily, it could not be given back. The Bombay high court agreed. BJP corporator Prabhakar Shinde then moved the SC. Representing Shinde, senior advocate Mukul Rohatgi told a bench of Chief Justice S A Bobde and Justices A S Bopanna and V Ramasubramanian that it was unthinkable under the Constitution that a party with the second highest number of corporators was denied the LoP post, which was given to Congress that came third in the 2017 BMC elections. The bench said, “But you chose not to take the LoP post.” Rohatgi explained, “That was because at that time there was a tie-up between the two parties at the national and state level. Now it has soured. So, the party wants to claim back the LoP post, which is legitimately due to it.” Rohatgi added, “It would be a travesty of the constitutional scheme of governance if the LoP post remains with Congress, which is part of the ruling coalition led by Sena at the state level. How can such an incongruous thing happen that makes a mockery of democracy?” The bench told senior advocate C A Sundaram, appearing for the mayor, to file a response within 15 days. “There appears to be incongruence in the situation... We will decide this issue on the next date of hearing and will not grant adjournment...We want you to address us on the issue—whether mayor is barred from exercising her powers afresh to determine who should be the LoP if she had already made a decision on it in the past,” the SC said.||http://timesofindia.indiatimes.com//city/mumbai/bjp-demands-lop-post-in-bmc-sc-sends-mayor-notice/articleshow/80395545.cms||Dhananjay Mahapatra
January 22, 2021||Surat||Two youths drown in Tapi River boat capsize||SURAT: In a tragic incident, two youths drowned in the Tapi river after their boat capsized near Uttaran area in Surat city on Thursday afternoon. Three others, however, managed to swim ashore. According to Fire and Emergency department officials, the deceased were identified as Rahul Marathi (20) and Ajay Rathod (35), both residents of Ahmednagar on Ved Road in Surat city. “Three other youths Hitesh Rathod, Alfas Sheikh and Sonu Sheikh managed to swim to the riverbank and survived. Fire brigade personnel fished out the two bodies,’ said a fire official. “Five young men had gone for a boat ride after attending the engagement ceremony of Ajay Rathod’s brother when the incident occurred,” an official added.||http://timesofindia.indiatimes.com//city/surat/two-youths-drown-in-tapi-river-boat-capsize/articleshow/80391804.cms||---
January 22, 2021||Trichy||Remains of 12th C temple on Kollidam banks unearthed||Trichy: Archaeology enthusiasts have identified 12th century stone inscriptions considered to be remains of a Chola era temple that once existed on the banks of Kollidam river between present day Ariyalur and Thanjavur districts. Retired senior officials of the state archaeology department decoded the inscriptions on the stone pillars which explain the irrigation canals and cultivable land parcels gifted to the temple during the rule of Kulottunga Chola I. The team lead by archaeology enthusiast Gramalaya S Damodaran, while exploring the campus of Mundanar temple at Thirumanur in Ariyalur district, stumbled upon two stone pillars each measuring 6 feet. They shared their finding with two retired state archaeology department officials, Dr S Rajagopal and K Sridharan, for further study. The archaeologists recognised the pillars as door jambs of Sri Kailasam alias Sri Rajendra Chola Eswaramudaiyar temple that once existed on the northern banks of Kollidam. According to the Tamil inscription having 45 lines, the village was formerly called Tyagavalli Valanadu. A mandapam named Sankara Narayanan was situated in front of the temple and influential people gathering there had decided to waive off the tax for tanks, garden and land belonging to the temple. Revenue from the properties was used for managing the temple. “The most fascinating aspect is the detailed documentation of boundaries of the cultivable lands donated to the temple. Canals flowing past the temple were mentioned as Mathuranthakan canal and Arinjaya canal, named after Chola kings,” Sridharan told TOI. The stone inscriptions were safely moved inside the Mundanar temple in Thirumanur.||http://timesofindia.indiatimes.com//city/trichy/remains-of-12th-c-temple-on-kollidam-banks-unearthed/articleshow/80396415.cms||Deepak Karthik
January 22, 2021||Trichy||AIADMK govt betrayed people, says Dayanidhi Maran||TIRUVARUR:Chennai Central DMK MP Dayanidhi Maran alleged that the ruling AIADMK government has betrayed the people of Tamil Nadu for the last ten years. Addressing a gathering at Alangudi on the first day of the four-day election campaign, ‘Vidiyalai Nokki Stalinin Kural’ (Stalin’s voice for a new dawn), in Tiruvarur district on Thursday, Dayanidhi Maran alleged that Rs2,500 was not given for Pongal festival, but for vote. “We pay GST for all goods including petrol and gas. They receive our money by way of tax and disburse it to the people as a Pongal gift,” he said. He criticized both the Union and state governments for implementing NEET in the state. The BJP-led government has betrayed the common people by giving reservation to the upper castes. While opposing the farm acts, he alleged that farmers will not get the minimum support price (MSP) once the act was implemented. “The ruling AIADMK government has been supporting the laws only out of fear that they would lose their office if it opposes the centre,” he said. He also addressed meetings at Nannilam, Kudavasal, and Kollumangudi in the district.||http://timesofindia.indiatimes.com//city/trichy/aiadmk-govt-betrayed-people-says-dayanidhi/articleshow/80396416.cms||---
