October 6, 2020||Goa||Donachie looking forward to FC Goa’s Asian challenge||PANAJI: FC Goa defender James Donachie is ready to make his towering presence felt this season. The Australian centre-back is a perfect replacement for Senegalese Mourtada Fall, who followed former coach Sergio Lobera to Mumbai City FC. But more importantly, it is Donachie’s vast experience in the AFC Champions League that FC Goa stand to benefit. The 27-year-old has played in the Champions League for Melbourne Victory and Brisbane Roar. He now wants to leave a mark with FC Goa, who finished as league toppers last season and created history to become the first team from India to feature in Asia’s premier competition. “I like to play in that tournament (AFC Champions League) because you get to play against the best teams in Asia, especially from Japan and Korea. I’m really looking forward to try and do something in that tournament because it’s the first time an Indian team has qualified, so if we can go a long way it will be a big deal,” Donachie said during an online interaction arranged by the club on Monday. The former Australia U-23 player had never imagined playing in India, so soon in his career. He had left Melbourne Victory and signed a three-year deal with the Newcastle Jets, but was loaned to FC Goa after the Coronavirus pandemic prompted A-League clubs to reduce their budgets. He will be the fifth player to join Indian Super League (ISL) clubs from the A-League this season after Gary Hooper (Kerala Blasters), Brad Inman (ATK Mohun Bagan), Jacob Tratt (Odisha FC) and Joel Chianese (Hyderabad FC). Donachie has also played in South Korea for Jeonnan Dragons and has always wanted to play in Europe in the Premier League or the Championship. “It is still a dream of mine, but I don’t think going to Goa is something that will hurt my career. I can play lots of games that will benefit me. I’m hoping to get there with the team at least four to five weeks before the season starts to know the players,” said Donachie. FC Goa have already started their pre-season last week and are waiting for new coach Juan Ferrando and other new signings to arrive. Donachie is also waiting to fly and is mentally prepared to undergo his fourth quarantine in Goa after already going through the process in Australia on three separate occasions. The defender is aware of FC Goa’s attacking style of play and is comfortable with the ball at his feet. He will be a guiding force and will partner Ivan Gonzalez, a Real Madrid youth product. “In my last few years I have been an aggressive centre-back, but also someone who likes to coach on the field. Organising people I think it is a big thing because in the Asian Champions League sometimes you can’t always attack,” said Donachie.||http://timesofindia.indiatimes.com//city/goa/donachie-looking-forward-to-fc-goas-asian-challenge/articleshow/78503310.cms||FLAVIO LOPES
October 6, 2020||Pune||Activists, residents seek more visibility of police on roads||Pune: The recent spurt in crime, including murder, carjacking as well as chain- and cellphone-snatching, prompted several residents and activists voice their concern over the criminals’ declining fear for law. The daylight murder of a developer on Monday in a busy area near the district collector’s office barely three days after the Shiv Sena’s youth wing leader, Deepak Maratkar, was stabbed 47 times in front of his house in Budhwar Peth out of old rivalry cast a poser on the city’s law and order situation. Several activists and residents attributed the steady rise in crimes to lack of visibility of police on roads. Academician Vinaya Patil said, “Incidents like the daylight murder near the collector’s office are least expected in a city like Pune, which has no Mumbai-like history of gang wars. I won’t feel safe even if there are policemen patrolling all areas 24X7. The change needs to come in the mindset of people, where violence needs to be conditioned out. The laws are in place, their implementation needs to happen.” Kalyaninagar activist Satish Khot said, “Police are busy in implementing the post-lockdown social distancing norms and are not seen enough on roads in terms of patrolling. The police presence on streets is a must for building confidence of people, feeling unsafe under the prevailing conditions.” Wadgaonsheri resident Rajendra Chauhan echoed Khot. Accepting that the impact of incidents like Monday’s daylight firing on the common man was bad, former director-general of police Pravin Dixit said, “Crimes like firing are pre-planned and deliberate acts. Such incidents need to be checked by curbing access to illicit arms and ammunition, stepping up of criminal intelligence and close monitoring of habitual offenders.” Referring to the current socio-economic situation, former additional director-general of police Rajendra Sonawane said, “Some people are in a desperate mode because of factors like job loss, financial crisis and closure of business establishments for long duration. Deterrence among criminals will increase if trials are expedited with better conviction.” Lawyer Pratap Pardeshi felt monetary and personal disputes were driving such brazen crimes. “Criminals are exploiting the police’s pre-occupation with Covid-19 duties. Newly transferred police personnel lack knowledge of criminals.” Software professional Vishal Ramaiya said, “A specific class in society now has nothing to lose because of the pandemic. It is only about their survival now, which may push them over the edge.”||http://timesofindia.indiatimes.com//city/pune/activists-residents-seek-more-visibility-of-police-on-roads/articleshow/78502376.cms||---
October 6, 2020||Gurgaon||Two from Delhi-NCR among JEE (Advanced) toppers||NEW DELHI: For the first time since 2017, no candidate from Delhi is among the 10 toppers of JEE (Advanced) this year. However, the national capital region does have two toppers from the IIT-Delhi zone — Vaibhav Raj, a resident of Ghaziabad, who has bagged all-India ranking (AIR) 3 but was studying in Kota, Rajasthan, and Keshav Agarwal of Gurugram at AIR 5. Joint Entrance Examination (Advanced), the result of which was declared on Monday, is the qualifying examination for admissions to Indian Institutes of Technology (IITs) across the country. In 2017, the Delhi topper, Ananye Agarwal, had AIR 3, and, in 2018, Kailash Gupte also bagged the same rank. Last year, Delhi’s Himanshu Gaurav Singh came second and Archit Bubna third. However, in 2016, the topper from the capital had an AIR of 19. In the JEE (Main) result declared on September 11, among the 24 who had 100 percentile score, five were from Delhi. The JEE (Advanced) topper, Chirag Falor, had appeared from Delhi then. Falor is originally from Pune but was undertaking coaching here. JEE (Main) is the qualifying exam for JEE (Advanced). Its score helps students get admitted to National Institutes of Technology (NITs) and other engineering institutions. R L Trikha, director of coaching institute FIITJEE, highlights that there is no direct correlation between the two exams and JEE (Advanced) requires a different understanding. “JEE (Main) is an examination that checks speed and accuracy, but analytical skill is required to solve the problems of JEE (Advanced),” Trikha said. JEE (Main) has multiple-choice questions and now has also introduced five numerical-based questions, Trikha added. JEE (Advanced), on the other hand, has different types of questions and, “not only conceptual understanding, but deep parallel processes of analytical skills will also have to be developed to solve these problems”, he pointed out. One of the toppers from the city in JEE (Main), Gurkirat Singh, has a 297 score in JEE (Advanced). “First of all, I want to take admission to IISC Bangalore, so I was not focusing on IITs. Also JEE (Advanced) is a six-hour exam, three hours in the morning and three hours in the evening; I had got exhausted by then,” said Singh. In the IIT-Delhi zone, 22 students are in the top 100 and 110 in the top 500 in JEE (Advanced). The IIT-Madras zone has the highest number of students, 24, among the top 100.||http://timesofindia.indiatimes.com//city/gurgaon/two-from-ncr-among-jee-advanced-toppers/articleshow/78507816.cms||Shradha Chettri
October 6, 2020||Ghaziabad||Two from Delhi-NCR among JEE (Advanced) toppers||NEW DELHI: For the first time since 2017, no candidate from Delhi is among the 10 toppers of JEE (Advanced) this year. However, the national capital region does have two toppers from the IIT-Delhi zone — Vaibhav Raj, a resident of Ghaziabad, who has bagged all-India ranking (AIR) 3 but was studying in Kota, Rajasthan, and Keshav Agarwal of Gurugram at AIR 5. Joint Entrance Examination (Advanced), the result of which was declared on Monday, is the qualifying examination for admissions to Indian Institutes of Technology (IITs) across the country. In 2017, the Delhi topper, Ananye Agarwal, had AIR 3, and, in 2018, Kailash Gupte also bagged the same rank. Last year, Delhi’s Himanshu Gaurav Singh came second and Archit Bubna third. However, in 2016, the topper from the capital had an AIR of 19. In the JEE (Main) result declared on September 11, among the 24 who had 100 percentile score, five were from Delhi. The JEE (Advanced) topper, Chirag Falor, had appeared from Delhi then. Falor is originally from Pune but was undertaking coaching here. JEE (Main) is the qualifying exam for JEE (Advanced). Its score helps students get admitted to National Institutes of Technology (NITs) and other engineering institutions. R L Trikha, director of coaching institute FIITJEE, highlights that there is no direct correlation between the two exams and JEE (Advanced) requires a different understanding. “JEE (Main) is an examination that checks speed and accuracy, but analytical skill is required to solve the problems of JEE (Advanced),” Trikha said. JEE (Main) has multiple-choice questions and now has also introduced five numerical-based questions, Trikha added. JEE (Advanced), on the other hand, has different types of questions and, “not only conceptual understanding, but deep parallel processes of analytical skills will also have to be developed to solve these problems”, he pointed out. One of the toppers from the city in JEE (Main), Gurkirat Singh, has a 297 score in JEE (Advanced). “First of all, I want to take admission to IISC Bangalore, so I was not focusing on IITs. Also JEE (Advanced) is a six-hour exam, three hours in the morning and three hours in the evening; I had got exhausted by then,” said Singh. In the IIT-Delhi zone, 22 students are in the top 100 and 110 in the top 500 in JEE (Advanced). The IIT-Madras zone has the highest number of students, 24, among the top 100.||http://timesofindia.indiatimes.com//city/ghaziabad/two-from-ncr-among-jee-advanced-toppers/articleshow/78507817.cms||Shradha Chettri
October 6, 2020||Delhi||Two from Delhi-NCR among JEE (Advanced) toppers||NEW DELHI: For the first time since 2017, no candidate from Delhi is among the 10 toppers of JEE (Advanced) this year. However, the national capital region does have two toppers from the IIT-Delhi zone — Vaibhav Raj, a resident of Ghaziabad, who has bagged all-India ranking (AIR) 3 but was studying in Kota, Rajasthan, and Keshav Agarwal of Gurugram at AIR 5. Joint Entrance Examination (Advanced), the result of which was declared on Monday, is the qualifying examination for admissions to Indian Institutes of Technology (IITs) across the country. In 2017, the Delhi topper, Ananye Agarwal, had AIR 3, and, in 2018, Kailash Gupte also bagged the same rank. Last year, Delhi’s Himanshu Gaurav Singh came second and Archit Bubna third. However, in 2016, the topper from the capital had an AIR of 19. In the JEE (Main) result declared on September 11, among the 24 who had 100 percentile score, five were from Delhi. The JEE (Advanced) topper, Chirag Falor, had appeared from Delhi then. Falor is originally from Pune but was undertaking coaching here. JEE (Main) is the qualifying exam for JEE (Advanced). Its score helps students get admitted to National Institutes of Technology (NITs) and other engineering institutions. R L Trikha, director of coaching institute FIITJEE, highlights that there is no direct correlation between the two exams and JEE (Advanced) requires a different understanding. “JEE (Main) is an examination that checks speed and accuracy, but analytical skill is required to solve the problems of JEE (Advanced),” Trikha said. JEE (Main) has multiple-choice questions and now has also introduced five numerical-based questions, Trikha added. JEE (Advanced), on the other hand, has different types of questions and, “not only conceptual understanding, but deep parallel processes of analytical skills will also have to be developed to solve these problems”, he pointed out. One of the toppers from the city in JEE (Main), Gurkirat Singh, has a 297 score in JEE (Advanced). “First of all, I want to take admission to IISC Bangalore, so I was not focusing on IITs. Also JEE (Advanced) is a six-hour exam, three hours in the morning and three hours in the evening; I had got exhausted by then,” said Singh. In the IIT-Delhi zone, 22 students are in the top 100 and 110 in the top 500 in JEE (Advanced). The IIT-Madras zone has the highest number of students, 24, among the top 100.||http://timesofindia.indiatimes.com//city/delhi/two-from-ncr-among-jee-advanced-toppers/articleshow/78502385.cms||Shradha Chettri
October 6, 2020||Pune||Criminal held for theft of cellphone||Pune: The Yerawada police on Sunday arrested a criminal on record for attacking and robbing a private firm employee of two cellphones at Raj Chowk around 7.45pm on October 3. “The suspect, Navnath Adagale (35), was arrested after a CCTV camera captured him committing the crime on Saturday,” assistant inspector Balbhim Nanaware said. Nanaware said the employee — Rahul Bansode (46) from Yerawada — was on his way home when Adagale waylaid him and demanded money. “After Bansode refused, Adagale attacked him and robbed his two cellphones, worth Rs22,700, before fleeing the scene,” Nanaware added. TNN||http://timesofindia.indiatimes.com//city/pune/criminal-held-for-theft-of-cellphone/articleshow/78502386.cms||टाइम्स न्यूज़ नेटवर्क
October 6, 2020||Chandigarh||2 involved in int’l drug and weapon smuggling racket arrested||Chandigarh: Punjab police have arrested two members of an international drug and weapon smuggling network being operated through BSF constable Sumit Kumar alias Noni, who was arrested earlier. Police, on Sunday, also recovered a 7.65 mm pistol etched with made in Italy markings, heroin, drug proceeds, two mobile phones, two wi-fi dongles and a KTM racing bike from their possession. DGP Dinkar Gupta said the two accused were arrested on October 4 near Kartarpur in Jalandhar when they were on a heroin delivery mission. The arrested accused include Simranjeet Singh alias Simran (26) of Dhirpur village in Jalandhar and Balram Singh (26) of Surakhpur village in Kapurthala district. He said the bike the drug smugglers were riding had been stolen from the parking lot of a private university. Police have registered a case against them under relevant sections of the NDPS Act, Arms Act and other sections of the Indian Penal Code (IPC). Simranjeet was wanted in the murder case of sand gravel businessmen of Hamira village in Kapurthala about 10 months ago in Dhirpur village. He was at large. AIG, counter intelligence, Jalandhar, Harkamalpreet Singh Khakh said earlier, Punjab police arrested one Amanpreet Singh of Dhirpur village in a murder case of sand gravel businessman of Hamira village. Later, it was found that Amanpreet and his brothers were in contact with one Shah Musa of Pakistan for smuggling of drugs across the international border. During the probe, it came to light that Amanpreet had come into contact with Shah Musa through BSF constable Sumit who was lodged in Gurdaspur jail in connection with a murder case. The conspiracy to smuggle drugs and weapons from across the border had been hatched in Gurdaspur jail.||http://timesofindia.indiatimes.com//city/chandigarh/2-involved-in-intl-drug-and-weapon-smuggling-racket-arrested/articleshow/78502387.cms||---
October 6, 2020||Vadodara||Auto driver thrashed over garbage burning succumbs, 3 booked||VADODARA: An auto-rickshaw driver, was attacked by three persons following arguments over burning of garbage last week, succumbed to injuries during treatment at a hospital in Ahmedabad on Monday. The 21-year-old auto-rickshaw Jignesh Pawar was resident of Ektanagar on Ajwa Road. According to police, Pawar was attacked when he was leaving for work on the evening of September 30. At a few metres from his house, a woman named Reshma Shabirsha and her son Bunty were burning garbage on road. As Pawar was irked by it, he started scolding the duo and soon the situation became tense as Pawar picked up a broom, while Bunty and his mother Shabirsha picked up iron pipes to attack each other. Bunty’s uncle too joined the duo in beating Pawar. Police said that Pawar was injured on his head and there was another injury near his eyes. Other people from his neighbourhood took Pawar to Jamnabai Hospital for treatment from where he was referred to civil hospital in Ahmedabad. “The injury on his head was grievous due to which he succumbed,” said a police official. The three accused were nabbed on the day of the attack and were sent to judicial custody. “Earlier they were booked for assault, but on Monday we added the section of murder in the original FIR,” the police official added.||http://timesofindia.indiatimes.com//city/vadodara/auto-driver-thrashed-over-garbage-burning-succumbs-3-booked/articleshow/78499884.cms||---
October 6, 2020||Pune||Accident victim’s bike stolen||Pune: A motorcycle worth Rs 20,000 belonging to an accident victim was stolen from the accident spot in Katraj ghat section while he was being shifted to a hospital in Dhankawdi during the wee hours of September 29. Police said Shivaji Shankar Khandagale (46) of Ambegaon Budruk had lodged a complaint in this regard. Senior inspector Vasant Kuvar of the Bharati Vidyapeeth police told TOI, “Khandagale’s nephew Sunil Pandit Raut (31) was heading towards Pune from Kolhapur. Raut, a resident of Kolhapur, lost control over his motorcycle and collided against the road divider. The bike was at the spot when he was shifted to the Bharati Hospital.” tnn||http://timesofindia.indiatimes.com//city/pune/accident-victims-bike-stolen/articleshow/78502390.cms||---
October 6, 2020||Ludhiana||Bizmen ask PSIEC to extend deadlines, waive penalities||LUDHIANA: After no significant bounce back in business since the lifting of the lockdown in a phased manner, businessmen are delaying the expansion plans of their factories and postponing setting up of new industrial units. But the businessmen opting for this decision are facing problems as in designated industrial areas like focal points, the authorities concerned like Punjab Small Industries and Export Corporation (PSIEC) has fixed the deadlines for submission of building plans, commencement of construction and commencement of production, etc. In case businessmen do not comply with these deadlines, they will be slapped with heavy penalties. In the wake of such a situation businessmen are now demanding that the PSIEC extends all its deadlines and waives penalties. Gurmeet Singh Kular, president of Federation of Industrial and Commercial Organisations (FICO), said, “Due to coronavirus and lockdown, the industrial sector has been very badly impacted. Whether it was micro, small or medium-scale industry, all have been affected. Due to these reasons, there have been unprecedented losses to the industry and there are hundreds of businessmen who have deferred the expansion plans while some have even stopped or slowed down the construction of their new units due to lack of funds.” Kular added, “Most of such cases of stopping or postponing of construction of industrial units are being witnessed in focal points, where PSIEC is the nodal agency and the businessmen have been unable to comply with various deadlines fixed by it. Like in case of factory owners which have already submitted building plans and which were approved till June 30, 2019, the deadline of commencing production was September 30, 2020, but there is not even a single factory owner who has been able to commence production. So, the need of the hour is that the PSIEC extends all its deadlines, be it submission of building plan, commencement of construction or start of production date.” According to Manjinder Singh Sachdeva, senior vice-president of FICO, “We have already shot off a letter to chief minister Amarinder Singh and apprised him of this serious issue. Everyone is fully aware that during the past seven months Covid crisis has hit our industry and trade very hard and the lockdowns have made it very difficult for all industrial units to operate, so making any profits during this period is out of question. When there are no profits, where from the businessmen will bring money to construct and expand their factories. Industry needs a lot of time to come out of this situation and therefore these deadlines of building plans, construction deadlines, etc. should immediately be extended for at least two more years and in case any penalties had been imposed on any of the businessmen by the PSIEC, those should be rolled back.”||http://timesofindia.indiatimes.com//city/ludhiana/bizmen-ask-psiec-to-extend-deadlines-waive-penalities/articleshow/78500987.cms||---
October 6, 2020||Hyderabad||Cyderabad: Case against She teams inspector||HYDERABAD: A case was registered against Cyberabad She teams inspector Sunitha based on the complaint lodged by a local businessman. Alleging that Sunitha is in illegal possession of the land that belongs to him, Hari Prasad lodged a complaint with Madhapur police on Saturday. “Hari Prasad claimed that he purchased 493 square yards land in Guttala Begumpet from Abraham in 2001. However, SHE Teams inspector Sunitha’s family also has a document showing purchase of the same land from Abhraham in 2008. The land is currently in possession of Sunitha. Based on the complaint of Hari Prasad, a case was registered against Sunitha under sections 447 and 421 of the IPC,” Madhapur DCP M Venkateshwarulu said. Madhapur inspector P Ravindra Prasad said that Hari Prasad is a local politician cum businessman. “We will write to revenue authorities and obtain details. We also need to examine the documents in possession of both the parties,” the inspector said. TNN||http://timesofindia.indiatimes.com//city/hyderabad/case-against-she-teams-inspector/articleshow/78502397.cms||---
October 6, 2020||Vadodara||Two held for bootlegging in Akota||Vadodara: The state vigilance sleuths raided a house in Akota near the police line on Sunday night and nabbed two persons for bootlegging activities.Police said that they had received information about two men selling Indian Made Foreign Liquor from a house in a Gujarat Housing Board building in Akota. Based on the tip-off, the raid was conducted and two persons — Jitendra Patil and Anil Uttekar were found there. When the house was searched, cops found 1,557 bottles and beer cans worth Rs 2.7 lakh.Jitendra told police that the illicit business is handled by his younger brother Yogesh Patil. Jitendra had been handling the business since a week in absence of Yogesh. During the police investigation, it was also learnt that the liquor stock was bought from the notorious bootlegger Lalu Sindhi. “The stock was bought from Sindhi on Sunday morning and they used to sell the liquor to retail customers,” a police official said.The seized liquor stock and the duo’s custody was handed over to Gotri police station, where an offence was registered against Jitendra, Yogesh, Uttekar and Sindhi.||http://timesofindia.indiatimes.com//city/vadodara/two-held-for-bootlegging-in-akota/articleshow/78499930.cms||---
October 6, 2020||Chandigarh||Case of luxury car robbery solved in 4 hours||Chandigarh: Haryana police cracked a robbery case within four hours, in which a gang looted five Mercedes Benz cars worth Rs 3.5 crore from a container truck at gunpoint in Nuh district. One person was arrested. A Haryana police spokesperson said the incident took place on the intervening night of Sunday and Monday. The miscreants took the driver hostage at gunpoint before fleeing with the vehicle, which was loaded with Mercedes cars worth nearly Rs 3.5 crore. A case was registered and special teams were formed to recover the looted goods by arresting the accused. Working on intelligence and other inputs, police teams conducted raids and arrested an accused, namely Razzak, a resident of Nai in district Nuh from near a petrol pump. The team also recovered the container laden with the cars. The arrested accused is being interrogated to nab the others involved.||http://timesofindia.indiatimes.com//city/chandigarh/case-of-luxury-car-robbery-solved-in-4-hours/articleshow/78502394.cms||---
October 6, 2020||Bhopal||Bhopal’s Debmalya gets 27th rank in CLAT 2020||BHOPAL: With 27th All India Rank (AIR), Bhopal’s Debmalya Biswas made Bhopalis proud in the Common Law Admission Test (CLAT) 2020 results, declared on Monday. The 17-year-old Debmalya had decided to opt for law, after completing class 10. “I think that helped me score a good ranking as I got ample time for my studies,” said Debmalya, who did his schooling from Sagar Public School Saket Nagar and cleared the CLAT with a good rank in first attempt. He secured 98.25 out of 147 in the CLAT result. His father Dr Debasis Biswas works for AIIMS while mother Supti is a homemaker. About his preparation, he said, “I think regularly reading newspapers and being updated with the academics played an important role in getting me a good score. Focused approach and deciding much earlier about the career is important in cracking the exam.” The Consortium of National Law Universities published the result of both undergraduate and postgraduate law entrance exams at consortiumofnlus.ac.in. Around 75,183 candidates had applied for CLAT-2020 out of which 86.20 per cent appeared for the test. CLAT 2020 was originally scheduled in May but was postponed because of the pandemic and held in September. Because of Covid-19, the exam was held in computer-based mode, at 300 centres. Bhopal students’ abysmal show at JEE AdvanceThis year students from Bhopal did not perform well in the JEE Advance results. Topper from the state capital Divyansh Agarwal secured All India Rank 348. Students who qualify for the exam need to fill up the choices for the colleges and the branches. The seats across IITs, NITs, IIITs and other Govt. Funded Technical Institutes (GFTIs) will be offered and allocated through a common process by the Joint Seat Allocation Authority (JoSAA).||http://timesofindia.indiatimes.com//city/bhopal/bhopals-debmalya-gets-27th-rank-in-clat-2020/articleshow/78501009.cms||Laveena Francis
October 6, 2020||Delhi||Delhi: Ice age returns, while you wait at IGI Airport||NEW DELHI: Wondering what to do with your time while waiting to board a flight from Indira Gandhi International Airport? Delhi International Airport Limited (DIAL) has come up with a solution. Passengers will now be able to enjoy the virtual experience of a roller coaster, an urban landscape, ice age and other scenic views through the “Virtual Reality Dome” set up inside the airport premises. The virtual reality apparatus has been set up in the domestic departures pier of Terminal-3 near gate 41 with shows ranging from 7 to 15 minutes based on the choice of a user, officials said. “IGI Airport has been a hub of experiences. With the launch of the world’s first Virtual Reality Dome at the airport, we continue to provide an enhanced travel experience to our passengers. The launch of this digital travel platform has been done keeping all safety measures in place given the outbreak of the pandemic,” said DIAL CEO Videh Kumar Jaipuriar. The virtual dome became operational last week and 80 passengers on average have been using the facility daily. The seats are sanitised after each user leaves the facility to prevent the next one from getting infected. “Only eight people are allowed at a time to be seated inside the dome, which is about five metres in diameter, to ensure social distancing. Users also enter the dome with their shoes covered to prevent contamination by the novel coronavirus,” said a DIAL official. The digital platform has been developed by a Hyderabad-based concessionaire. It integrates 360-degree virtual reality content for the global travel and tourism industry. Developed as a mini-planetarium, the semi-circular structure boasts of a curved screen that gives a life-size cinematic platform to provide real immersive end-to-end travel experiences to passengers, said an official.||http://timesofindia.indiatimes.com//city/delhi/ice-age-returns-while-you-wait-at-igi/articleshow/78502402.cms||---
October 6, 2020||Pune||Burglars hit 5 places, steal Rs 9 lakh booty||Pune: Cash and gold ornaments collectively worth Rs9 lakh were stolen in separate burglaries in Pimpri Chinchwad in the last three days. The thefts took place at Chinchwad, Bhosari, Chakan and Dehu Road. Burglars broke into a house at Chinchwadenagar and made off with Rs10,000 cash and gold ornaments worth Rs6.20lakh. Burglars looted gold ornaments worth Rs1.87 lakh from a flat at Nisarga Pride society. CCTV camera and recorder worth Rs18,000 were stolen from Khed taluka. Rs65,000 worth of parts were stolen from Chakan, while cellphone and cash worth Rs16,000 were stolen from Dehu Road. TNN||http://timesofindia.indiatimes.com//city/pune/burglars-hit-5-places-steal-rs-9-lakh-booty/articleshow/78502401.cms||---
October 6, 2020||Hyderabad||Hemanth case: Four missing accused held in Cyberabad||HYDERABAD: Four missing accused, including the hired assailants, who were involved in the murder of Chintha Yoga Hemanth Kuma, were nabbed by the Cyberabad police on Monday. The four accused S Raju, Y Krishna, Mohammed Pasha and B Sayanna were apprehended at Vattinagulapally. Raju is said to have coordinated with the assailants Krishna, Pasha and another accused Bichu Yadav, who was arrested earlier. The hired killers were assured money by Yugender Reddy, a prime accused and uncle of Hemant’s wife Avanthi. Yugender is also Raju’s friend. They conspired together on the wishes of Avanthi’s parents to carry out the honour killing. Both Humanth and Avanthi were kidnapped from their residence in TNGO colony. While both of them managed to jump out of the moving vehicle, Hemanth was kidnapped again. He was strangled to death with his hands and legs tied and his body was later thrown out of a car at an isolated place in Sangareddy. Following the murder, police arrested 14 accused, including the prime accused and Avanthi’s parents. The ornaments of the deceased, which the accused had stolen after committing the offence, were also recovered.||http://timesofindia.indiatimes.com//city/hyderabad/hemanth-case-four-missing-accused-held/articleshow/78502413.cms||---
October 6, 2020||Bhubaneswar||As complications rise, govt shifts focus to post-Covid care||Bhubaneswar: With many patients showing symptoms even after recovering from Covid-19, and some even passing away, the state government is now focusing on long-term care of recovered individuals. Additional chief secretary (health) Pradipta Kumar Mohapatra on Monday said more than 85% of Covid patients with no symptoms or mild symptoms were not showing any post-Covid complications, but a miniscule percentage was coming back to hospitals with complications aggravated by comorbidities. “Our team of experts are advising patients on dos and don’ts depending on their clinical condition. They are sensitising them to possible complications and such patients are encouraged to seek treatment in hospital,” Mohapatra said. “All the medical colleges are ready to deal with post-Covid care. Like Covid patients, the condition of Covid-recovered patients will continue to be monitored,” he added. Senior BJD MLA Pradeep Maharathy had to return to hospital within two days of his discharge on September 28 with post-Covid bilateral viral pneumonia complicated with bacterial pneumonia, urosepsis with scrotal cellulitis and severe acquired respiratory distress syndrome. He died of septic shock with multi-organ failure leading to cardiac arrest on October 4. Maharathy had type-2 diabetes mellitus, hypertension and morbid obesity. Nihar Ranjan Parida (60), a physician posted at Jaypatna community health centre in Kalahandi district, had died on August 27, three days after he was discharged from a Covid hospital on August 24. Parida had been admitted in a Covid hospital in Bhubaneswar on August 15 after he tested positive for the virus. Alok Kanungo, a known diabetologist and founder chairman of Kanungo Institute of Diabetes Specialities, said people discharged from hospitals after treatment of Covid infections must note the fact that the virus might have gone, but the damage caused by it to internal organs might lead to complications. “Many people are reporting strokes and cardiac arrests. Post-Covid, one must guard against comorbidities and self-monitor their blood sugar and blood pressure. In case of any doubts, one should consult a doctor,” Kanungo said. Jayant Panda, the government’s technical adviser on Covid-19, said weakness and fatigue for some days were common to many patients and were not a cause of worry. However, people should monitor their comorbidities and consult doctors in case of any problem, he added.||http://timesofindia.indiatimes.com//city/bhubaneswar/as-complications-rise-govt-shifts-focus-to-post-covid-care/articleshow/78499910.cms||---
October 6, 2020||Bengaluru||Negative report must for ‘outside’ devotees to attend Theerthodbhava||Madikeri: In a bid to limit the number of devotees arriving for the annual Cauvery Theerthodbhava festival at Talacauvery, district police, following a directive from Kodagu district minister V Somanna, have made a Covid negative test report mandatory for devotees from other states. The event attracts pilgrims from across Karnataka, mostly Bengaluru and Mysuru, and from neighbouring states like Tamil Nadu and Kerala. This year’s event is scheduled for October 17. Kshama Mishra, superintendent of police, said, “We are chalking out strategies to limit the number of people coming from other states. We will soon decide whether to organise checking at border or elsewhere.” MLA and former speaker KG Bopaiah said the decision was taken during Somanna’s recent visit to Kodagu. “I had brought it to the notice of the minister and he instructed authorities to make it mandatory for those coming from outside the state to have a Covid negative certificate. People coming from districts in Karnataka should compulsorily wear masks. Thermal checking and sanitising will be done for all before they enter temples.” B Thammaiah, president of Talacauvery and Bhagamndala temple committee, confirmed the decision and requested pilgrims to maintain social distance.||http://timesofindia.indiatimes.com//city/bengaluru/negative-report-must-for-outside-devotees-to-attend-theerthodbhava/articleshow/78500136.cms||---
October 6, 2020||Bhopal||Bhopal: Teachers hope to get their jobs back after schools reopen||BHOPAL: Gradual reopening of schools has brought smiles on the faces of teachers. Many of them had lost their jobs during lockdown; but now they hope to get them back as life stumbles back to normalcy. With schools closed for months, citing financial losses, the managements had either cut down their salaries or removed many teachers from jobs. But some of the teachers said that school authorities have recently approached them to resume their services. “I was at home for almost six months. It was not an easy time as my husband and I were running home together. After I was removed from service, the entire burden came on him. He had also witnessed a salary cut, which created many problems for our family,” said a school teacher Neha Verma. She added that the school has asked her to join again from next month. “This news has brought a sense of relief to my family. I am not the only one facing such a crisis; there are several other teachers facing the same problem. I request the schools to give their jobs back to them,” said Neha. Teachers who witnessed salary cuts are also expecting revival of their salaries. “I am the only earner in my family; we have been in deep financial trouble. I am hoping that schools will revive the salary after opening their campuses,” said Vineet Singh, a private school teacher. School managements, however, said that they have no problem in recalling the teachers, but they expect proper fee payment from parents. “After the court order, several parents have started paying the fee which is a good sign for schools. However, there are still a lot of parents who have not paid the pending dues. I request all of them to pay the tuition fee, so that schools can pay the teachers,” said a school owner, requesting anonymity. Most of the schools have reopened in Bhopal since September 21. As per the DEO Bhopal Nitin Saxena, almost 75 per cent schools have opened again and others are likely to be reopen after October 15.||http://timesofindia.indiatimes.com//city/bhopal/teachers-hope-to-get-their-jobs-back-after-schools-reopen/articleshow/78501073.cms||Ramendra Singh
