date,title,newspaper
2020-09-22,"Now, farmers will be back to serfdom, at the mercy of big corporates: Manish Tewari",deccanherald
2020-09-22,"Opposition sets three conditions for returning to Parliament; let MPs first express regret, says govt",deccanherald
2020-09-22,Akali Dal to hold chakka jaam in Punjab on September 25 against Farm Bills,deccanherald
2020-09-22,"Newly passed Farm Bills will ensure sustainable, profitable future for farming community: FAIFA",deccanherald
2020-09-22,"Madhya Pradesh govt announces Rs 4,000 direct cash transfer to farmers",deccanherald
2020-09-22,Congress protests across Haryana over farm Bills,tribune-haryana
2020-09-22,"Cruel joke, says Punjab CM",timesofindia
2020-09-22,New laws must follow changes on the ground,tribune-haryana
2020-09-22,Akali Dal urges President not to give assent to Bills,hindu
2020-09-22,Cong. protests ‘anti-farmer’ Bills,hindu
2020-09-22,Protests against farm Bills in Rajasthan,hindu
2020-09-22,DPCC shuts down 30 illegal vehicle scrapping units in outer Delhi,hindu
2020-09-22,CPI(M) stir over ‘anti-people’ policies,hindu
2020-09-22,No protests till Sept. 30: police,hindu
2020-09-22,Central schemes welcome but funding must be through state: Mamata,tribune-nation
2020-09-22,97-year-old from Mumbai’s Nallasopara defeats Covid-19,hindustantimes
2020-09-22,NCP chief Sharad Pawar observes one-day fast in support of eight suspended Rajya Sabha MPs,hindustantimes
2020-09-22,LIP president urges Punjab CM to lead opposition protests against farm bills,hindustantimes
2020-09-22,Modi govt. misleading farmers: Raju Shetti,hindu
2020-09-22,"Farmer union members boo BJP leaders at media briefings in Sangrur, Barnala",hindustantimes
2020-09-22,Agri reforms not to impact growth: Former Niti Ayog chief,tribune-nation
2020-09-22,"No farmer in anti-Bill agitation, says govt; Oppn boycotts Lok Sabha as well",tribune-nation
2020-09-22,"MP govt announces Rs 4,000 direct cash transfer to farmers",tribune-nation
2020-09-22,Farm bills: Cong steps up attack; Rahul accuses govt of working for development of crony capitalists,tribune-nation
2020-09-22,LS adjourned for hour after Ravneet Bittu alleges assault by Delhi Police on Punjab MPs,tribune-nation
2020-09-22,Dushyant’s offer to quit on MSP seems rather late,tribune-haryana
2020-09-22,Newly passed farm bills profitable future for farming community: All India Farmer Associations,tribune-nation
2020-09-22,Suspended opposition MPs end dharna in Parliament after Azad announces boycott of proceedings,tribune-nation
2020-09-22,Harivansh brings tea for protesting MPs; told he was in the wrong; PM praises him,tribune-nation
2020-09-22,Prasad slams Oppn’s irresponsible acts  in Upper House,tribune-nation
2020-09-22,Sukhbir asks Capt to call special session to revoke amended State APMC Act,hindustantimes
2020-09-22,Decoding farm Bills provisions & apprehensions,tribune-nation
2020-09-22,APMC traders to meet on September 27,hindu
2020-09-22,KTR takes jibes at BJP on COVID funding,hindu
2020-09-22,Wheat MSP hiked by 2.6% to douse ire ,telegraph
2020-09-22,Seven bills passed in three and a half hours in Rajya Sabha,telegraph
2020-09-22,"Congress leads Opposition walkout in Rajya Sabha, wants suspension of 8 MPs revoked  ",telegraph
2020-09-22,Why farmer Nimai Ray feels he has lost his independence,telegraph
2020-09-22,Eight Rajya Sabha MPs suspended for the rest of the session ,telegraph
2020-09-22,Govt omits causes in latest data on farm suicides,telegraph
2020-09-22,Narendra Modi offers potato logic to farmers,telegraph
2020-09-22,Congress plans national agitation over farm bills,telegraph
2020-09-22,Mamata Banerjee spots ‘naked king’ and Hitler clone,telegraph
2020-09-22,Govt. unveils 2.6% hike in wheat MSP amid protests,hindu
2020-09-22,NCP: strongly oppose passage of farm Bills,hindu
2020-09-22,Mamata calls for united protest by all parties,hindu
2020-09-22,Suspended MPs stay put in protest,hindu
2020-09-22,Congress to launch nationwide stir,hindu
2020-09-22,Reforms are the road to 21st century India: PM,hindu
2020-09-22,Govt. announces 2.6% hike in wheat MSP,hindu
2020-09-22,8 MPs suspended from RS for ‘unruly behaviour’,hindu
2020-09-22,Farmers groups call for Bharat Bandh,hindu
2020-09-22,‘PM Kisan Scheme scam: State took proper steps ’,hindu
2020-09-22,Ryots to protest against farm Bills,hindu
2020-09-22,Biggest reform in farm sector after Green Revolution: BJP,hindu
2020-09-22,TRS insincere in its opposition to farmers’ Bills: say Congress MPs,hindu
2020-09-22,Modi govt. misleading farmers: Raju Shetti,hindu
2020-09-22,Ruckus as eight MPs suspended,tribune-nation
2020-09-22,"Govt ready to discuss farm bills, face division of votes if suspended members express regret: Naidu",tribune-nation
2020-09-22,Haryana farmers unhappy over Centre’s MSP hike,hindustantimes
2020-09-22,BJP to hold state-wide awareness campaign on Centre’s farm bills,timesofindia
2020-09-22,Govt to table in Rajya Sabha bill on essential commodities today,timesofindia
2020-09-22,"Sunny Deol hails Bills,  invites flak from Oppn",tribune-punjab
2020-09-22,"Alliance can be reconsidered, but not party policy: Minister",timesofindia
2020-09-22,"Wheat MSP hiked by Rs 50, Congress says not enough",tribune-nation
2020-09-22,‘Move shows BJP cares for farmers’,timesofindia
2020-09-22,"No attempt should be made to misguide farmers on farm bills, says TN BJP chief",timesofindia
2020-09-22,Samajwadi Party leaders under house arrest in Bijnor to prevent them protesting against farm bills,timesofindia
2020-09-22,"Protest against farm bills: Cong MLA fries pakoras, makes tea for supporters",timesofindia
2020-09-22,"China encroaches upon Nepal land, builds infra",timesofindia
2020-09-22,Farmers trash Rs 50 wheat MSP hike,timesofindia
2020-09-22,"Cong protests against farm bills, mandis shut",timesofindia
2020-09-22,Commission agents end strike as Haryana govt bows to demands,hindustantimes
2020-09-22,Maharashtra chief wildlife warden permits capture of Yavatmal tigress,hindustantimes
2020-09-22,"Commission agents end strike, resume paddy procurement after Haryana govt accepts demands",hindustantimes
2020-09-22,"SAD to hold 3-hour chakka jam on September 25, lead kisan march from three Takhts on October 1",hindustantimes
2020-09-22,DPCC shits down 18 polluting vehicle scrapping units in Delhi,hindustantimes
2020-09-22,RS approves 7 bills in under 4 hrs as Oppn skips session,hindustantimes
2020-09-22,‘Govt has given new definition to NDA’: Shashi Tharoor’s latest dig at Centre,hindustantimes
2020-09-22,Rajya Sabha holds crucial meeting as Opposition boycotts Parliament proceedings,hindustantimes
2020-09-22,"News updates from Hindustan Times: Sonia, Rahul return to India amid Oppn standoff with govt over farm bills and all the latest news",hindustantimes
2020-09-22,"As Oppn boycotts Parliament over farm bills, LS Speaker calls them for meeting",hindustantimes
2020-09-22,"Punjab govt cuts market, rural development fee for basmati to 1% each",hindustantimes
2020-09-22,"Rain batters kharif crop on 45,000 hectares",timesofindia
2020-09-22,Cotton farmers forced to sell below MSP says SAD,timesofindia
2020-09-22,"We had the numbers, says Prasad, slams Opposition conduct",timesofindia
2020-09-22,Punjab allows use of miller premises for staggered paddy procurement amid Covid-19,hindustantimes
2020-09-22,8 Rajya Sabha MPs suspended for a week for ‘unruly’ conduct,timesofindia
2020-09-22,Punjab and Haryana arhtiyas see agitation against agriculture bills as fight for survival,timesofindia
2020-09-22,Monkeys on a rampage destroy cotton crop in Raichur village,timesofindia
2020-09-22,"RJD, Congress to face farmers’ wrath in assembly polls: Sushil Kumar Modi",timesofindia
2020-09-22,"RJD, Congress to face farmers’ wrath in assembly polls: Sushil Kumar Modi",timesofindia
2020-09-22,"Bihar: Opposition slams ‘anti-farmer, anti-poor’ farm Bills",timesofindia
2020-09-22,Bihar CM Nitish Kumar condemns heckling of RS deputy chairman,timesofindia
2020-09-22,"Ansari’s wife, 2 sons booked for land fraud",timesofindia
2020-09-22,"Madhya Pradesh farmers take to streets, threaten stir over agriculture bills",timesofindia
2020-09-22,‘Many leaders don’t want backward tag’,timesofindia
2020-09-22,"BJP leaders in T attack TRS, Cong for opposing farm bills",timesofindia
2020-09-22,"MSP hike a cruel joke, address concerns: Punjab CM",tribune-punjab
2020-09-22,"No mention of MSP for several crops in new agri bill, says min",timesofindia
2020-09-22,Bihar CM Nitish flays opposition over ruckus in Rajya Sabha,timesofindia
2020-09-22,"Farm bills will end rule of ‘powerful gangs’, says PM",timesofindia
2020-09-22,"Internet connectivity for every village in 1,000 days: Narendra Modi",timesofindia
2020-09-22,Telangana: Sharp dip in vegetable cultivation spikes prices,timesofindia
2020-09-22,Japanese method to give a green makeover to Delhi's mountain of shame,timesofindia
2020-09-22,Cong wants to keep farmers poor: Paatil,timesofindia
2020-09-23,SC body backs call for Punjab bandh,tribune-punjab
2020-09-23,"Sunil Jakhar writes to Haryana CM, protests blocking of march",tribune-punjab
2020-09-23,Stop exploiting farmers: Capt Amarinder,tribune-punjab
2020-09-23,BJP leaders gheraoed in Sangrur,tribune-punjab
2020-09-23,"Dejected, farmers trash ‘meagre’ MSP hike",tribune-punjab
2020-09-23,Navjot Sidhu to spearhead stir in Amritsar today,tribune-punjab
2020-09-23,Punjab farmers go virtual to garner support for stir,tribune-punjab
2020-09-23,Protesting Punjab farmers on their way to Delhi stopped at Haryana border,tribune-punjab
2020-09-23,"AAP launches ‘Gram Sabha Bulao, Pind Bachao’ campaign in Punjab against farm legislations",tribune-punjab
2020-09-23,Navjot Sidhu conducts 'rosh march' in Amritsar against farm Bills,tribune-punjab
2020-09-23,"In a historic move, 31 farmer organisations join hands for Punjab bandh on Sept 25",tribune-punjab
2020-09-23,SAD announces statewide 3-hr ‘chakka jam’ on Sept 25,tribune-punjab
2020-09-23,"On Day 8, protesters lift blockade at Badal village",tribune-punjab
2020-09-23,"One killed, 17 farmers injured as bus returning from protest in Badal village meets with accident",tribune-punjab
2020-09-23,NASA draws attention to fires in fields,tribune-punjab
2020-09-23,"Farm bills: Sunny Deol will not be allowed to enter Gurdaspur, say Congmen",tribune-punjab
2020-09-23,"Support grows for Punjab farmers, non-agriculture bodies join in",tribune-punjab
2020-09-23,Levy on basmati halved in Punjab,tribune-punjab
2020-09-23,Kangana Ranaut asks 'why target me' after NSUI Punjab burns her effigies for her 'terrorist' remark against farmers,tribune-punjab
2020-09-23,Punjab government allows use of miller premises as mandi yards,tribune-punjab
2020-09-23,"CM Mamata invites flak from BJP for seeking Ayushman Bharat, Kisan Samman Nidhi funds",hindustantimes
2020-09-23,BJP’s one market for farmers is a myth | Opinion,hindustantimes
2020-09-23,Chandigarh veggie vendors charging up to 30% more than fixed rates,hindustantimes
2020-09-23,JJP caught in a cleft stick over farm legislations,hindustantimes
2020-09-23,Himachal governor goes into self-isolation,hindustantimes
2020-09-23,SAD workers hold tractor rally in Dakha to protest farm bills,hindustantimes
2020-09-23,"Farm bills row: Cops use water cannons on protesters in Panipat, Ambala",hindustantimes
2020-09-23,Congress has always been anti-farmer: Himachal BJP spokesperson,hindustantimes
2020-09-23,Farm agitation fertile ground for creative slogans,hindustantimes
2020-09-23,"Uttarakhand assembly session: Congress, AAP protest over ‘anti-farmer policies’",hindustantimes
2020-09-23,"As RS clears bills amid Oppn boycott, Naidu defends action; expresses anguish at ‘unpleasant turn of events’",hindustantimes
2020-09-23,"Navjot Singh Sidhu bats for farmers, says Punjab united against ‘black laws’",hindustantimes
2020-09-23,Delhi government’s plan of action to curb pollution in winter: All you need to know,hindustantimes
2020-09-23,"Farmer killed, 17 BKU activists injured after bus rams into truck near Bathinda",hindustantimes
2020-09-23,Bengal BJP delegation to meet Governor over TMC’s ‘double standards’ on farm bills,hindustantimes
2020-09-23,"Paddy to be procured at 4,500 locations in Punjab, 2,650 temporary purchase centres set up",hindustantimes
2020-09-23,"As paddy harvesting starts, Punjab farmer unions adamant on burning straw if not paid for disposal",hindustantimes
2020-09-23,"Himachal reports 6 deaths, 340 cases",hindustantimes
2020-09-23,Shanta Kumar slams Opposition for unruly conduct in Rajya Sabha,hindustantimes
2020-09-23,EPCA asks agencies to jointly patrol industrial areas to check pollution,hindustantimes
2020-09-23,"Gurugram: Protests over farm bills driven by vested interests, says JJP",hindustantimes
2020-09-23,"Maharashtra: Yavatmal tigress T2C1 captured, transferred to rescue centre",hindustantimes
2020-09-23,"Ahead of nationwide stir, Youth Congress takes out tractor rally against farm bills",hindustantimes
2020-09-23,UP farmer beheaded for not sharing water,tribune-nation
2020-09-23,Congress leader Ghulam Nabi Azad meets President Kovind amid farm bills crisis,hindustantimes
2020-09-23,‘Dignity of the Chair devalued’,hindu
2020-09-23,Opposition parties walk out of both Houses of Parliament,hindu
2020-09-23,Onion exports to Bangladesh to resume,telegraph
2020-09-23,Rajya Sabha passes 15 bills in two days in Opposition's absence,telegraph
2020-09-23,How to add hot tea to injury,telegraph
2020-09-23,Never seen Chair behave like this: NCP chief Sharad Pawar ,telegraph
2020-09-23,‘Can implement schemes if funds routed through Bengal’,hindu
2020-09-23,Modi has lit farm fire: Congress,telegraph
2020-09-23,Ailing road to Contai hospital sparks protest,telegraph
2020-09-23,Unfair tactics: Passing farm bills in Parliament,telegraph
2020-09-23,Electoral might: Steamrolling of farm bills,telegraph
2020-09-23,"Minister keeps his promise, gifts cars to JAC science toppers",telegraph
2020-09-23,Tamil Nadu CM says explanation will be sought from SRB on his criticism of farm bills,timesofindia
2020-09-23,Visakhapatnam: Lammasingi’s strawberry farmers brace for losses due to pandemic,timesofindia
2020-09-23,Letters heat up Bengal farm tussle,telegraph
2020-09-23,"Amid protests, kharif crops ripen",hindu
2020-09-23,Govt. should bring in another Bill or amend current one: SJM,hindu
2020-09-23,Opposition parties walk out of both Houses,hindu
2020-09-23,IYC protests against rising unemployment,hindu
2020-09-23,Bills to double farmers’ income: BJP,hindu
2020-09-23,"Isn’t English ads on farm Bills making fun of farmers, asks AAP",hindu
2020-09-23,Akali Dal to protest against farm Bills on September 25,hindu
2020-09-23,Punjab govt. reduces levies on basmati rice,hindu
2020-09-23,"EPCA raises red flag over Jhilmil industrial area, Anand Vihar ISBT",hindu
2020-09-23,Cong. accuses Centre of plot to ruin farmers,hindu
2020-09-23,"DCC presidents to have major say in party affairs, says Tagore",hindu
2020-09-23,681 more cases make capital scene grave,hindu
2020-09-23,Changes to land reforms opposed at ‘people’s session’,hindu
2020-09-23,Protest against farm Bills in Salem,hindu
2020-09-23,"CM reiterates support to farm Bills, calls Stalin ignorant",hindu
2020-09-23,‘Amendments to Essential Commodities Act welcome’,hindu
2020-09-23,Physical distancing goes for a toss at Tangedco office in Hosur,hindu
2020-09-23,Stalin accuses BJP of using brute majority to pass laws,hindu
2020-09-23,"‘Poor road infra, speeding snuffing out lives on city roads’",timesofindia
2020-09-23,Farm bills: Ghulam Nabi Azad to meet President today,hindustantimes
2020-09-23,"Excise dept raids farm, finds 200 ganja plants",timesofindia
2020-09-23,Cauvery-Gundar project will benefit one lakh acres in Ramnad,timesofindia
2020-09-23,Opposition parties conduct silent protest march in Parliament over Farm Bills,deccanherald
2020-09-23,Don't sign farm reform Bills: Opposition tells President,deccanherald
2020-09-23,Congress to launch 1-month fast against anti-farmer law,timesofindia
2020-09-23,Govt allocates Rs 100cr for Raja Mahendra varsity in Aligarh,timesofindia
2020-09-23,Rajasthan farmers divided over agriculture bill,timesofindia
2020-09-23,Government to set up special centre for betel vine in Kumbakonam,timesofindia
2020-09-23,"Mayawati slams both Opposition, government over Monsoon Session chaos",deccanherald
2020-09-23,Dalit farmer in Uttar Pradesh beheaded for not sharing water,timesofindia
2020-09-23,Tejashwi Prasad Yadav questions ‘haste’ in passing farm Bills,timesofindia
2020-09-23,"Reach out to people, CM tells party workers ahead of polls",timesofindia
2020-09-23,"Reach out to people, CM tells party workers ahead of polls",timesofindia
2020-09-23,"Harivansh offers tea to suspended MPs, PM hails ‘big heart’",timesofindia
2020-09-23,"‘Oppn out to mislead, new laws will empower farmers’",tribune-nation
2020-09-23,Opposition boycotts Parliament over farm Bills,tribune-nation
2020-09-23,Tejas questions ‘haste’ in passing farm Bills,timesofindia
2020-09-23,Traders in Madhya Pradesh agri markets to go on strike from September 24,deccanherald
2020-09-23,Police use water cannon in Panipat to stop Haryana Youth Congress 'tractor rally' to Delhi,deccanherald
2020-09-23,Navjot Sidhu stages protest against Farm Bills,deccanherald
2020-09-23,Madurai: EPS says explanation will be sought from SRB on his criticism of farm bills,timesofindia
2020-09-23,Telangana farmers oppose new agriculture laws,tribune-nation
2020-09-23,Ghulam Nabi Azad meets President Kovind; Opposition requests President not to give assent to contentious farm Bills,tribune-nation
2020-09-23,Hopes & fears arising out of farm Bills,tribune-haryana
2020-09-23,Hooda: MSP hike  insignificant,tribune-haryana
2020-09-23,Govt shying away from talks with farmers: Selja,tribune-haryana
2020-09-23,"Sunil Jakhar writes to Haryana CM, protests blocking of march",tribune-haryana
2020-09-23,Police use water cannon in Panipat to stop Haryana Youth Congress ‘tractor rally’ to Delhi,tribune-haryana
2020-09-23,Protesting Punjab farmers on their way to Delhi stopped at Haryana border,tribune-haryana
2020-09-23,Karnataka likely to shut down on Monday as farmers call strike,deccanherald
2020-09-23,"Activists, farmers, oppose amendments; BJP defends",deccanherald
2020-09-23,"Farm bills: Stalin always opposes BJP schemes, says L Murugan",deccanherald
2020-09-23,Kerala government may move Supreme Court against Farm Bills,deccanherald
2020-09-23,"DMK's Stalin hits back at Palaniswami, says farmers are demanding MSP",deccanherald
2020-09-23,5.38 lakh ineligible farmers claimed money under PM Kisan scheme in Tamil Nadu: Centre,deccanherald
2020-09-23,"Centre’s agriculture bills are pro-farmer, say BJP leaders",timesofindia
2020-09-23,‘Modi govt committed to farmers’ welfare’: Smriti Irani slams Opposition for protesting against farm bills,hindustantimes
2020-09-23,"Farm bills: Protests in Panipat, Ambala; Haryana Police use water cannon",hindustantimes
2020-09-23,Rajya Sabha adjourns sine die; second-shortest monsoon session so far,hindustantimes
2020-09-23,Why onion farmers often end up in tears,hindustantimes
2020-09-23,‘Bihari pride’ in focus amid uproar in House,hindustantimes
2020-09-23,"Sonia Gandhi, Rahul Gandhi return from US amid House standoff",hindustantimes
2020-09-23,‘Sleepless night’: Harivansh on fast,hindustantimes
2020-09-23,"Mamata Banerjee wants Ayushman Bharat, Kisan Samman Nidhi schemes in Bengal but with riders",hindustantimes
2020-09-23,Parliament monsoon session: What to expect today,hindustantimes
2020-09-23,Rajya Sabha Deputy Chairman Harivansh breaks his one-day fast,hindustantimes
2020-09-23,"Mayawati slams both opposition, centre over Monsoon Session chaos",hindustantimes
2020-09-23,Opposition leaders to meet President today amid Parliament boycott over farm bills,hindustantimes
2020-09-23,News updates from Hindustan Times: Opposition leaders to meet President at 5pm on farm bills and all the latest news,hindustantimes
2020-09-23,"Claim pro-farmer reforms, but no data on their suicides: TMC attacks Centre",hindustantimes
2020-09-23,"Ahead of their meeting with President, opposition MPs take out march against farm Bills",tribune-nation
2020-09-23,"Monsoon session, scheduled to continue till October 1, curtailed due to Covid-19; Rajya Sabha adjourned sine die",hindustantimes
2020-09-23,Govt pushes flurry of bills as Oppn boycotts,hindustantimes
2020-09-24,Crude oil flows into paddy field as ONGC pipe develops leak,timesofindia
2020-09-24,Nationwide shutdown over farm bills row on Friday: 10 points,hindustantimes
2020-09-24,28 trains cancelled as Punjab farmers begin three-day rail roko agitation,hindustantimes
2020-09-24,Uttarakhand HC directs govt to form monitoring panels to contain Covid-19,hindustantimes
2020-09-24,"Farmers in Punjab, Haryana intensify protests against farm bills; Oppn parties take to streets, too",hindustantimes
2020-09-24,"Upset over loan recovery notices from bank, farmer’s wife dies by suicide in MP’s Bundelkhand",hindustantimes
2020-09-24,"Ambala village bans entry of ruling BJP, JJP leaders",tribune-haryana
2020-09-24,Police stop Youth Cong’s rally against farm Bills,tribune-haryana
2020-09-24,Punjab farmers led by Bains brothers stalled at Haryana border,tribune-haryana
2020-09-24,Ensure no trading takes place below MSP,tribune-haryana
2020-09-24,It’s not just about the farmer,tribune-haryana
2020-09-24,"Turf war between SAD, Cong in Dakha for farmers’ support",hindustantimes
2020-09-24,Declare Punjab a principal market yard: AAP leader,hindustantimes
2020-09-24,Rail roko agitation: Passengers suffer as 14 special trains cancelled,hindustantimes
2020-09-24,"Himachal logs 10 Covid deaths, case tally rises to 13,386",hindustantimes
2020-09-24,Opposition lying about farm bills: BJP UP president,timesofindia
2020-09-24,"Back in Punjab, Badals credit Shiromani Akali Dal with making farm bills a national debate",hindustantimes
2020-09-24,When lockdown mixes with hate,telegraph
2020-09-24,Punjab farmers begin rail roko agitation over agri bills ,telegraph
2020-09-24,Labour regime tilts to employer,telegraph
2020-09-24,Govt uses boycott as Rajya Sabha free pass,telegraph
2020-09-24,BJP plans march of two lakh people during pandemic,telegraph
2020-09-24,Fallen warriors: India's healthcare workers,telegraph
2020-09-24,"Ensure smooth conduct of September 25 exam, admin urged",timesofindia
2020-09-24,Paddy crops take a hit after heavy rain,timesofindia
2020-09-24,Will not allow BJP leaders in villages: Farm unions,hindustantimes
2020-09-24,Uttarakhand’s labour and industrial law changes termed anti-worker by Congress,hindustantimes
2020-09-24,"AAP, Congress activists hold protest at Takht Damdama Sahib as Badals return to Punjab",hindustantimes
2020-09-24,Himachal Pradesh reports 280 new Covid-19 cases 5 deaths,timesofindia
2020-09-24,Opposition in Bihar raises pitch against farm bills,timesofindia
2020-09-24,"Farm Bills: Won’t sit and watch, says Tejashwi Prasad Yadav",timesofindia
2020-09-24,"No option but to burn stubble, say farmers as doctors worry about Covid",hindustantimes
2020-09-24,Congress-BJP war on farm loan waivers intensifies ahead of key MP by polls,hindustantimes
2020-09-24,"7 killed in rain-related incidents in UP, no end in sight for Delhi's dry spell",deccanherald
2020-09-24,Elephant menace forces farmers to abandon paddy cultivation,deccanherald
2020-09-24,"Farmer returning from protest at Badal village killed in road mishap, 17 injured",tribune-punjab
2020-09-24,Unions reach out to panchayats against Bills,tribune-punjab
2020-09-24,31 Punjab farmer unions join hands to make bandh a success,tribune-punjab
2020-09-24,Declare state principal market yard: Sukhbir,tribune-punjab
2020-09-24,"Eye on poll, Cong looks to cash in on farmer stir",tribune-punjab
2020-09-24,Ask other CMs to oppose Bills: LIP to Capt Amarinder Singh,tribune-punjab
2020-09-24,GST scam needs deeper probe: High Court,tribune-punjab
2020-09-24,"Farm Bills: 3-day ‘rail roko’ agitation starts in Punjab, train services suspended",tribune-punjab
2020-09-24,"BJP leader Madan Mohan Mittal dares Akalis to snap ties, says many ready to switch sides",tribune-punjab
2020-09-24,"Parliament adjourns sine die, session cut short by eight days",tribune-nation
2020-09-24,APMC Act abolition didn’t work in Bihar: Jairam,tribune-nation
2020-09-24,"Opposition ‘directionless', it boycotts Parliament and protests outside: Javadekar",tribune-nation
2020-09-24,"Rail roko agitation to severely affect movement of essential items, foodgrains: Railways",tribune-nation
2020-09-24,"Day before ‘Bharat bandh’, Tomar slams ‘Cong lies’, assures farmers on 3 agri-legislations",tribune-nation
2020-09-24,Ensure no trading takes place below MSP,tribune-punjab
2020-09-24,It’s not just about the farmer,tribune-punjab
2020-09-24,Punjab farmers led by Bains brothers stalled at Haryana border,tribune-punjab
2020-09-24,"Farm bodies to block roads, rail traffic at 125 locations across Punjab on Friday",tribune-punjab
2020-09-24,Punjab CM appeals to all parties to fight unitedly against farm Bills,tribune-punjab
2020-09-24,Troll snaps at Diljit Dosanjh on-farm Bills post; read Punjabi singer's epic comeback,tribune-punjab
2020-09-24,Modi bets the farm in gamble to relaunch economy,deccanherald
2020-09-24,"Farm bills: Punjab, Haryana farmers to go on strike tomorrow",hindustantimes
2020-09-24,Farmer dies by suicide in Uttar Pradesh's Fatehpur,deccanherald
2020-09-24,"Farm Bill: Farmers' 'rail roko' protest in Punjab to hit movement of essential items, foodgrains, says Indian Railways",deccanherald
2020-09-24,"'Rail roko' agitation starts in Punjab, train services suspended",deccanherald
2020-09-24,"Farm bills to adversely affect interests of 62 cr farmers, labours: AICC",deccanherald
2020-09-24,Farm Bills become Mamata Banerjee’s new weapon against BJP,deccanherald
2020-09-24,"Opposition ‘directionless’, it boycotts Parliament and protests outside: Javadekar",deccanherald
2020-09-24,Centre should have taken farmers into confidence before taking decision on Farm Bills: Mayawati,deccanherald
2020-09-24,"After farmers, government targeting workers: Rahul Gandhi on labour Bills",deccanherald
2020-09-24,Centre firm on agricultural reforms; farmers to hit streets over Farm Bills today,deccanherald
2020-09-24,"Samajwadi Party to organise protests across UP against farm, labour bills",deccanherald
2020-09-24,Congress doing double-faced politics over farm bills: BJP,deccanherald
2020-09-24,"Obvious problems, loopholes in farm bills: Arvind Kejriwal",deccanherald
2020-09-24,"'Rail roko' agitation to severely affect movement of essential items, foodgrains: Railways",deccanherald
2020-09-24,Punjab farmers call on 3-day 'rail-roko' agitation over Farm Bills,deccanherald
2020-09-24,‘Kicked’ chair when Centre decided to bring farm Bills in Parliament: Harsimrat,tribune-punjab
2020-09-24,'New farm bills have instilled hope in farmers',deccanherald
2020-09-24,"A tightrope walk for river-crossing in Odisha’s Kandhamal, video is viral",hindustantimes
2020-09-24,Court issues non-bailable warrant against Sasikala’s brother Sundaravadhanam,hindu
2020-09-24,"‘Priorities of Modi government’, says Rahul Gandhi on Fit India Dialogue 2020",hindustantimes
2020-09-24,Monsoon session ends in a flurry of protests,hindu
2020-09-24,Cong. leaders detained at Panipat,hindu
2020-09-24,Session ends in a flurry of protests,hindu
2020-09-24,‘Govt.’s intent and success in terms of delivering has to be taken on board’,hindu
2020-09-24,Eight Bills passed on last day of Rajya Sabha,hindu
2020-09-24,May move SC against farm Bills: Pinarayi,hindu
2020-09-24,Manpreet Ayali leads Akalis tractor rally against ‘anti-farmer’ ordinances,timesofindia
2020-09-24,Bills evoke muted response from Tamil Nadu farmers,hindu
2020-09-24,"Is CM really a farmer, asks DMK chief",hindu
2020-09-24,Farmers stage sit-in outside MP’s house over export ban,timesofindia
2020-09-24,ONGC pipeline leak damages paddy field,hindu
2020-09-24,"DMK, allies to stage protest on Sept. 28 against farm bills",hindu
2020-09-24,Mullanpur Dakha: Congress tries to outdo SAD in mobilising crowds,timesofindia
2020-09-24,Farmers to block roads on Sept. 25,hindu
2020-09-24,Sugarcane cultivation turns bitter for Chittoor ryots,hindu
2020-09-24,‘Farmers to benefit from Bills passed by Centre’,hindu
2020-09-24,Bihar DGP Pandey takes voluntary retirement,hindu
2020-09-24,Bengal farmers to block highways on Friday to protest farm bills,hindustantimes
2020-09-24,Kerala may move SC against farm bills,timesofindia
2020-09-24,"Soyabean crop damaged, growers seek Rs 50k aid",timesofindia
2020-09-24,Telangana: New central Bill may push potato prices up,timesofindia
2020-09-24,Moradabad: Man beaten to death for complaint against harassment of daughter,timesofindia
2020-09-24,Rajasthan farmers ditch flowers for veggies,timesofindia
2020-09-24,"Liquor mafia with Rs 15,000 bounty arrested in Bijnor",timesofindia
2020-09-24,Gujarat: Farmer commits suicide in Sayla village,timesofindia
2020-09-24,"Uttarakhand assembly session: Amid protests by Congress, 19 bills cleared",timesofindia
2020-09-24,We are against three capitals: Sailajanath,hindu
2020-09-24,"Labour unions protest against privatisation, agri reform bills",timesofindia
2020-09-24,Farmers’ groups call for State bandh on September 28,hindu
2020-09-24,The farm reforms are good but there are other problems as well | Opinion,hindustantimes
2020-09-24,"Haryana farmers, commission agents back Bharat Bandh against farm reform bills",hindustantimes
2020-09-24,"Oppn ‘directionless’, it boycotts Parl and protests outside, says Javadekar",hindustantimes
2020-09-24,"Rail roko agitation: Freight trains to be hit, passenger train services suspended",hindustantimes
2020-09-24,Govt should’ve taken farmers into confidence before deciding on farm bills: Mayawati,hindustantimes
2020-09-24,"Six Union ministers, MPs to lead BJP’s outreach plan in West Bengal",hindustantimes
2020-09-24,Farm bills: Congress begins its nationwide mass movement against government,hindustantimes
2020-09-24,‘Those opposing agriculture bills are enemies of farmers’: Shivraj Singh Chouhan,hindustantimes
2020-09-24,Punjab farmers organise ‘rail roko’ agitation in protest against farm bills from today,hindustantimes
2020-09-24,Productive but divisive monsoon session ends,hindustantimes
2020-09-24,"Oppn meets Kovind, urges him not to approve three farm bills",hindustantimes
2020-09-24,Assembly passes amendment bill to increase BBMP wards,timesofindia
2020-09-25,Bhartiya Kisan Union members block roads near Delhi-Noida border in protest against farm bills; police deployed,hindustantimes
